Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	geneSymbol
cluster_IM1	hsa04360	Axon guidance	6/171	182/8098	0.186973222997339	0.390640483762298	0.293463611283418	5295/4773/10627/3845/2534/85464	6	PIK3R1/NFATC2/MYL12A/KRAS/FYN/SSH2
cluster_IM1	hsa05340	Primary immunodeficiency	2/171	38/8098	0.191111164631559	0.392915333303721	0.295172562580843	3575/6890	2	IL7R/TAP1
cluster_IM1	hsa05208	Chemical carcinogenesis - reactive oxygen species	7/171	223/8098	0.192185405352006	0.392915333303721	0.295172562580843	1535/5295/5795/3845/3091/4792/5770	7	CYBA/PIK3R1/PTPRJ/KRAS/HIF1A/NFKBIA/PTPN1
cluster_IM1	hsa05218	Melanoma	3/171	72/8098	0.194400915097675	0.392915333303721	0.295172562580843	5295/3845/1021	3	PIK3R1/KRAS/CDK6
cluster_IM1	hsa04066	HIF-1 signaling pathway	4/171	109/8098	0.198457943063034	0.392915333303721	0.295172562580843	5295/5209/3091/3459	4	PIK3R1/PFKFB3/HIF1A/IFNGR1
cluster_IM1	hsa00513	Various types of N-glycan biosynthesis	2/171	39/8098	0.198816330613534	0.392915333303721	0.295172562580843	11320/79868	2	MGAT4A/ALG13
cluster_IM1	hsa01524	Platinum drug resistance	3/171	73/8098	0.199815917363858	0.392915333303721	0.295172562580843	330/5295/5366	3	BIRC3/PIK3R1/PMAIP1
cluster_IM1	hsa04115	p53 signaling pathway	3/171	73/8098	0.199815917363858	0.392915333303721	0.295172562580843	1021/5366/27244	3	CDK6/PMAIP1/SESN1
cluster_IM1	hsa04151	PI3K-Akt signaling pathway	10/171	354/8098	0.214884610891123	0.419024991237689	0.314787105428224	3575/5295/10161/2149/374/3845/1021/54331/10018/1436	10	IL7R/PIK3R1/LPAR6/F2R/AREG/KRAS/CDK6/GNG2/BCL2L11/CSF1R
cluster_IM1	hsa05100	Bacterial invasion of epithelial cells	3/171	77/8098	0.22181719879221	0.428968797664274	0.322257261403211	5295/10095/10097	3	PIK3R1/ARPC1B/ACTR2
cluster_IM1	hsa04921	Oxytocin signaling pathway	5/171	154/8098	0.225884434521555	0.433253751459375	0.325476277524587	4773/3845/801/4637/814	5	NFATC2/KRAS/CALM1/MYL6/CAMK4
