Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	geneSymbol
cluster_EN	R-HSA-913531	Interferon Signaling	39/481	199/10704	3.35795974107808e-15	3.83479002431116e-12	3.16355154554198e-12	IFI27/HLA-E/HLA-B/B2M/HLA-C/HLA-A/HLA-DRB5/HLA-DRA/HLA-DPB1/FLNB/HLA-DPA1/IFNGR1/IFITM3/XAF1/ISG15/IFI6/HLA-F/GBP4/GBP3/HLA-DRB1/TRIM38/TRIM2/MX1/IFITM2/VCAM1/GBP1/EIF4G3/IFNAR2/UBC/SOCS3/PSMB8/MT2A/DDX58/STAT1/ICAM1/FLNA/RSAD2/IFIT3/IFIT2	39	IFI27/HLA-E/HLA-B/B2M/HLA-C/HLA-A/HLA-DRB5/HLA-DRA/HLA-DPB1/FLNB/HLA-DPA1/IFNGR1/IFITM3/XAF1/ISG15/IFI6/HLA-F/GBP4/GBP3/HLA-DRB1/TRIM38/TRIM2/MX1/IFITM2/VCAM1/GBP1/EIF4G3/IFNAR2/UBC/SOCS3/PSMB8/MT2A/DDX58/STAT1/ICAM1/FLNA/RSAD2/IFIT3/IFIT2
cluster_EN	R-HSA-877300	Interferon gamma signaling	22/481	91/10704	5.54595540326422e-11	3.16674053526387e-08	2.6124368873271e-08	HLA-E/HLA-B/B2M/HLA-C/HLA-A/HLA-DRB5/HLA-DRA/HLA-DPB1/HLA-DPA1/IFNGR1/HLA-F/GBP4/GBP3/HLA-DRB1/TRIM38/TRIM2/VCAM1/GBP1/SOCS3/MT2A/STAT1/ICAM1	22	HLA-E/HLA-B/B2M/HLA-C/HLA-A/HLA-DRB5/HLA-DRA/HLA-DPB1/HLA-DPA1/IFNGR1/HLA-F/GBP4/GBP3/HLA-DRB1/TRIM38/TRIM2/VCAM1/GBP1/SOCS3/MT2A/STAT1/ICAM1
cluster_EN	R-HSA-909733	Interferon alpha/beta signaling	19/481	70/10704	1.33100088498077e-10	5.06667670216014e-08	4.17980979669401e-08	IFI27/HLA-E/HLA-B/HLA-C/HLA-A/IFITM3/XAF1/ISG15/IFI6/HLA-F/MX1/IFITM2/IFNAR2/SOCS3/PSMB8/STAT1/RSAD2/IFIT3/IFIT2	19	IFI27/HLA-E/HLA-B/HLA-C/HLA-A/IFITM3/XAF1/ISG15/IFI6/HLA-F/MX1/IFITM2/IFNAR2/SOCS3/PSMB8/STAT1/RSAD2/IFIT3/IFIT2
cluster_EN	R-HSA-76002	Platelet activation, signaling and aggregation	37/481	263/10704	5.1784327765795e-10	1.47844255771345e-07	1.21965719343122e-07	PECAM1/A2M/SRGN/TIMP3/PIK3R3/GNG11/PRKCH/VEGFC/TMSB4X/TAGLN2/F8/CALM1/ABCC4/APP/CD36/ABHD6/ITPR2/FN1/ENDOD1/SOS1/PHACTR2/F2R/RAPGEF3/DGKH/ACTN4/ACTN1/TUBA4A/GNA13/VCL/SPARC/DGKE/FYN/FLNA/APOA1/CD9/RHOB/CLU	37	PECAM1/A2M/SRGN/TIMP3/PIK3R3/GNG11/PRKCH/VEGFC/TMSB4X/TAGLN2/F8/CALM1/ABCC4/APP/CD36/ABHD6/ITPR2/FN1/ENDOD1/SOS1/PHACTR2/F2R/RAPGEF3/DGKH/ACTN4/ACTN1/TUBA4A/GNA13/VCL/SPARC/DGKE/FYN/FLNA/APOA1/CD9/RHOB/CLU
cluster_EN	R-HSA-114608	Platelet degranulation 	24/481	129/10704	2.37818570226297e-09	5.43177614396862e-07	4.4810025337376e-07	PECAM1/A2M/SRGN/TIMP3/VEGFC/TMSB4X/TAGLN2/F8/CALM1/ABCC4/APP/CD36/FN1/ENDOD1/PHACTR2/ACTN4/ACTN1/TUBA4A/VCL/SPARC/FLNA/APOA1/CD9/CLU	24	PECAM1/A2M/SRGN/TIMP3/VEGFC/TMSB4X/TAGLN2/F8/CALM1/ABCC4/APP/CD36/FN1/ENDOD1/PHACTR2/ACTN4/ACTN1/TUBA4A/VCL/SPARC/FLNA/APOA1/CD9/CLU
cluster_EN	R-HSA-76005	Response to elevated platelet cytosolic Ca2+	24/481	134/10704	5.25903720092807e-09	1.00097008057664e-06	8.25761104356249e-07	PECAM1/A2M/SRGN/TIMP3/VEGFC/TMSB4X/TAGLN2/F8/CALM1/ABCC4/APP/CD36/FN1/ENDOD1/PHACTR2/ACTN4/ACTN1/TUBA4A/VCL/SPARC/FLNA/APOA1/CD9/CLU	24	PECAM1/A2M/SRGN/TIMP3/VEGFC/TMSB4X/TAGLN2/F8/CALM1/ABCC4/APP/CD36/FN1/ENDOD1/PHACTR2/ACTN4/ACTN1/TUBA4A/VCL/SPARC/FLNA/APOA1/CD9/CLU
cluster_EN	R-HSA-1236977	Endosomal/Vacuolar pathway	7/481	11/10704	9.99713831493329e-08	1.55514956280641e-05	1.28293746770369e-05	HLA-E/HLA-B/B2M/HLA-C/HLA-A/CTSS/HLA-F	7	HLA-E/HLA-B/B2M/HLA-C/HLA-A/CTSS/HLA-F
cluster_EN	R-HSA-2682334	EPH-Ephrin signaling	18/481	92/10704	1.0894217602847e-07	1.55514956280641e-05	1.28293746770369e-05	EFNB2/ARPC1B/EPHA4/TIAM1/MYH9/MYL12A/SDCBP/EFNA1/EPHB4/ROCK2/YES1/KALRN/ADAM10/ACTR2/MYL6/FYN/ROCK1/ARHGEF7	18	EFNB2/ARPC1B/EPHA4/TIAM1/MYH9/MYL12A/SDCBP/EFNA1/EPHB4/ROCK2/YES1/KALRN/ADAM10/ACTR2/MYL6/FYN/ROCK1/ARHGEF7
cluster_EN	R-HSA-449147	Signaling by Interleukins	45/481	461/10704	6.72956369123079e-07	8.53906859487285e-05	7.04439708029422e-05	PIK3R3/INPP5D/SOCS2/LIFR/DUSP6/PTPN14/APP/ZEB1/CD36/PTPN12/PELI1/MSN/CCND1/RPS6KA3/FN1/SOS1/IRAK3/LAMA5/IL1R1/MAP3K8/YES1/CXCL2/VCAM1/TNFRSF1B/PTK2B/BCL2L1/UBC/CSF1/ANXA1/IL6ST/SOCS3/PSMB8/MEF2C/STAT1/HIF1A/ICAM1/FYN/NFKBIA/OSMR/FGF2/LGALS9/PSMB9/FOS/SOD2/IL6	45	PIK3R3/INPP5D/SOCS2/LIFR/DUSP6/PTPN14/APP/ZEB1/CD36/PTPN12/PELI1/MSN/CCND1/RPS6KA3/FN1/SOS1/IRAK3/LAMA5/IL1R1/MAP3K8/YES1/CXCL2/VCAM1/TNFRSF1B/PTK2B/BCL2L1/UBC/CSF1/ANXA1/IL6ST/SOCS3/PSMB8/MEF2C/STAT1/HIF1A/ICAM1/FYN/NFKBIA/OSMR/FGF2/LGALS9/PSMB9/FOS/SOD2/IL6
cluster_EN	R-HSA-373755	Semaphorin interactions	14/481	65/10704	8.37922239444842e-07	9.56907197446009e-05	7.89410951898035e-05	MYH9/MYL12A/PLXND1/ITGA1/RRAS/ROCK2/NRP1/DPYSL3/MYL6/FYN/ROCK1/ARHGEF12/RHOB/SEMA6A	14	MYH9/MYL12A/PLXND1/ITGA1/RRAS/ROCK2/NRP1/DPYSL3/MYL6/FYN/ROCK1/ARHGEF12/RHOB/SEMA6A
cluster_EN	R-HSA-3928663	EPHA-mediated growth cone collapse	9/481	30/10704	4.25982722575275e-06	0.00044224751743724	0.000364836877229542	EPHA4/MYH9/MYL12A/EFNA1/ROCK2/YES1/MYL6/FYN/ROCK1	9	EPHA4/MYH9/MYL12A/EFNA1/ROCK2/YES1/MYL6/FYN/ROCK1
cluster_EN	R-HSA-216083	Integrin cell surface interactions	15/481	85/10704	4.8775695902227e-06	0.000444899132427063	0.000367024355721469	PECAM1/ITGA6/HSPG2/JAM2/F11R/ITGA9/COL4A1/ITGA1/FN1/COL4A4/VCAM1/COL8A1/ICAM1/ITGA5/ICAM4	15	PECAM1/ITGA6/HSPG2/JAM2/F11R/ITGA9/COL4A1/ITGA1/FN1/COL4A4/VCAM1/COL8A1/ICAM1/ITGA5/ICAM4
cluster_EN	R-HSA-1474244	Extracellular matrix organization	32/481	301/10704	5.06452602587725e-06	0.000444899132427063	0.000367024355721469	PECAM1/A2M/ITGA6/ADAM15/HSPG2/JAM2/F11R/ELN/APP/PLEC/ITGA9/CTSS/COL4A1/CAPN2/ITGA1/ADAMTS9/FN1/COL4A4/LAMA5/VCAM1/ADAM10/ACTN1/FBLN5/COL8A1/TNXB/SPARC/ICAM1/ITGA5/FGF2/ICAM4/BGN/ADAMTS1	32	PECAM1/A2M/ITGA6/ADAM15/HSPG2/JAM2/F11R/ELN/APP/PLEC/ITGA9/CTSS/COL4A1/CAPN2/ITGA1/ADAMTS9/FN1/COL4A4/LAMA5/VCAM1/ADAM10/ACTN1/FBLN5/COL8A1/TNXB/SPARC/ICAM1/ITGA5/FGF2/ICAM4/BGN/ADAMTS1
cluster_EN	R-HSA-400685	Sema4D in semaphorin signaling	8/481	25/10704	8.62134905128049e-06	0.000656372041104155	0.000541481221115512	MYH9/MYL12A/RRAS/ROCK2/MYL6/ROCK1/ARHGEF12/RHOB	8	MYH9/MYL12A/RRAS/ROCK2/MYL6/ROCK1/ARHGEF12/RHOB
cluster_EN	R-HSA-983170	Antigen Presentation: Folding, assembly and peptide loading of class I MHC	8/481	25/10704	8.62134905128049e-06	0.000656372041104155	0.000541481221115512	HLA-E/HLA-B/B2M/HLA-C/HLA-A/TAPBP/HLA-F/TAP1	8	HLA-E/HLA-B/B2M/HLA-C/HLA-A/TAPBP/HLA-F/TAP1
cluster_EN	R-HSA-202733	Cell surface interactions at the vascular wall	19/481	137/10704	1.12118327985277e-05	0.000800244565994917	0.000660170418071205	PECAM1/ITGA6/CD74/INPP5D/CAV1/TEK/JAM2/F11R/THBD/FN1/SOS1/YES1/TNFRSF10B/SIRPA/ITGA5/FYN/KRAS/TNFRSF10D/PROCR	19	PECAM1/ITGA6/CD74/INPP5D/CAV1/TEK/JAM2/F11R/THBD/FN1/SOS1/YES1/TNFRSF10B/SIRPA/ITGA5/FYN/KRAS/TNFRSF10D/PROCR
cluster_EN	R-HSA-3928662	EPHB-mediated forward signaling	10/481	42/10704	1.22836313498358e-05	0.000825171000088971	0.000680733749727743	EFNB2/ARPC1B/TIAM1/EPHB4/ROCK2/YES1/KALRN/ACTR2/FYN/ROCK1	10	EFNB2/ARPC1B/TIAM1/EPHB4/ROCK2/YES1/KALRN/ACTR2/FYN/ROCK1
cluster_EN	R-HSA-416572	Sema4D induced cell migration and growth-cone collapse	7/481	21/10704	2.37677876941083e-05	0.00138863608430026	0.00114557037095468	MYH9/MYL12A/ROCK2/MYL6/ROCK1/ARHGEF12/RHOB	7	MYH9/MYL12A/ROCK2/MYL6/ROCK1/ARHGEF12/RHOB
cluster_EN	R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	16/481	108/10704	2.39680063381513e-05	0.00138863608430026	0.00114557037095468	ZEB1/CD36/CCND1/FN1/LAMA5/VCAM1/TNFRSF1B/BCL2L1/ANXA1/SOCS3/STAT1/HIF1A/ICAM1/FGF2/FOS/IL6	16	ZEB1/CD36/CCND1/FN1/LAMA5/VCAM1/TNFRSF1B/BCL2L1/ANXA1/SOCS3/STAT1/HIF1A/ICAM1/FGF2/FOS/IL6
cluster_EN	R-HSA-5683057	MAPK family signaling cascades	32/481	325/10704	2.45138421853916e-05	0.00138863608430026	0.00114557037095468	SPTBN1/TEK/DUSP6/CDC42EP3/CALM1/KITLG/DUSP1/FN1/SOS1/RASAL2/RAPGEF2/KALRN/PEA15/CDC42EP5/HBEGF/BCL2L1/UBC/IL6ST/PSMB8/DUSP5/VCL/AGO3/RASGRP3/AGO2/FYN/DUSP2/PPP2R5A/FGF2/PSMB9/HSPB1/KRAS/IL6	32	SPTBN1/TEK/DUSP6/CDC42EP3/CALM1/KITLG/DUSP1/FN1/SOS1/RASAL2/RAPGEF2/KALRN/PEA15/CDC42EP5/HBEGF/BCL2L1/UBC/IL6ST/PSMB8/DUSP5/VCL/AGO3/RASGRP3/AGO2/FYN/DUSP2/PPP2R5A/FGF2/PSMB9/HSPB1/KRAS/IL6
cluster_EN	R-HSA-5663202	Diseases of signal transduction by growth factor receptors and second messengers	36/481	387/10704	2.64359946707223e-05	0.00138863608430026	0.00114557037095468	PIK3R3/TGFBR2/JAG1/LRRFIP1/DUSP6/CALM1/FZD4/PTPN12/KITLG/FN1/SOS1/YES1/KDM7A/QKI/ADAM10/HBEGF/FBXW7/ERBIN/UBC/LMNA/PSMB8/DLL1/VCL/STAT1/FZD6/GOLGA4/FYN/PPP2R5A/HDAC9/FGF2/PSMB9/KRAS/APC/NEURL1B/HES1/ZC3HAV1	36	PIK3R3/TGFBR2/JAG1/LRRFIP1/DUSP6/CALM1/FZD4/PTPN12/KITLG/FN1/SOS1/YES1/KDM7A/QKI/ADAM10/HBEGF/FBXW7/ERBIN/UBC/LMNA/PSMB8/DLL1/VCL/STAT1/FZD6/GOLGA4/FYN/PPP2R5A/HDAC9/FGF2/PSMB9/KRAS/APC/NEURL1B/HES1/ZC3HAV1
cluster_EN	R-HSA-5213460	RIPK1-mediated regulated necrosis	8/481	29/10704	2.91832452042085e-05	0.00138863608430026	0.00114557037095468	TNFSF10/SDCBP/PELI1/CFLAR/XIAP/BIRC3/UBC/TNFRSF10B	8	TNFSF10/SDCBP/PELI1/CFLAR/XIAP/BIRC3/UBC/TNFRSF10B
cluster_EN	R-HSA-5218859	Regulated Necrosis	8/481	29/10704	2.91832452042085e-05	0.00138863608430026	0.00114557037095468	TNFSF10/SDCBP/PELI1/CFLAR/XIAP/BIRC3/UBC/TNFRSF10B	8	TNFSF10/SDCBP/PELI1/CFLAR/XIAP/BIRC3/UBC/TNFRSF10B
cluster_EN	R-HSA-5675482	Regulation of necroptotic cell death	8/481	29/10704	2.91832452042085e-05	0.00138863608430026	0.00114557037095468	TNFSF10/SDCBP/PELI1/CFLAR/XIAP/BIRC3/UBC/TNFRSF10B	8	TNFSF10/SDCBP/PELI1/CFLAR/XIAP/BIRC3/UBC/TNFRSF10B
cluster_EN	R-HSA-5357801	Programmed Cell Death	22/481	190/10704	4.25029432004362e-05	0.00194153444539593	0.00160168985955328	GSN/TJP1/TNFSF10/SDCBP/PLEC/PELI1/CFLAR/UACA/BMX/XIAP/BIRC3/BCL2L1/UBC/CARD8/LMNA/PSMB8/YWHAH/TNFRSF10B/TJP2/ROCK1/PSMB9/APC	22	GSN/TJP1/TNFSF10/SDCBP/PLEC/PELI1/CFLAR/UACA/BMX/XIAP/BIRC3/BCL2L1/UBC/CARD8/LMNA/PSMB8/YWHAH/TNFRSF10B/TJP2/ROCK1/PSMB9/APC
cluster_EN	R-HSA-112409	RAF-independent MAPK1/3 activation	7/481	23/10704	4.63319057531946e-05	0.00203503986039032	0.00167882816393154	DUSP6/DUSP1/PEA15/IL6ST/DUSP5/DUSP2/IL6	7	DUSP6/DUSP1/PEA15/IL6ST/DUSP5/DUSP2/IL6
cluster_EN	R-HSA-445355	Smooth Muscle Contraction	9/481	40/10704	5.44968091041715e-05	0.00230501318507273	0.00190154558082782	TPM3/MYL12A/CALM1/PXN/ITGA1/ANXA1/VCL/TPM4/MYL6	9	TPM3/MYL12A/CALM1/PXN/ITGA1/ANXA1/VCL/TPM4/MYL6
cluster_EN	R-HSA-1500931	Cell-Cell communication	17/481	129/10704	6.26788787515792e-05	0.00255640284051084	0.00210893219859637	CLDN5/ITGA6/SPTBN1/F11R/PLEC/PXN/LIMS1/CLDN15/ACTN4/PTK2B/ACTN1/CD2AP/SIRPA/NECTIN2/FYN/FLNA/FBLIM1	17	CLDN5/ITGA6/SPTBN1/F11R/PLEC/PXN/LIMS1/CLDN15/ACTN4/PTK2B/ACTN1/CD2AP/SIRPA/NECTIN2/FYN/FLNA/FBLIM1
cluster_EN	R-HSA-8848021	Signaling by PTK6	10/481	54/10704	0.000123046502817677	0.00468397020725959	0.00386409193059022	EPAS1/PXN/CCND1/HBEGF/UBC/SOCS3/HIF1A/NR3C1/KRAS/ELMO1	10	EPAS1/PXN/CCND1/HBEGF/UBC/SOCS3/HIF1A/NR3C1/KRAS/ELMO1
cluster_EN	R-HSA-9006927	Signaling by Non-Receptor Tyrosine Kinases	10/481	54/10704	0.000123046502817677	0.00468397020725959	0.00386409193059022	EPAS1/PXN/CCND1/HBEGF/UBC/SOCS3/HIF1A/NR3C1/KRAS/ELMO1	10	EPAS1/PXN/CCND1/HBEGF/UBC/SOCS3/HIF1A/NR3C1/KRAS/ELMO1
cluster_EN	R-HSA-3928664	Ephrin signaling	6/481	19/10704	0.000131235925680348	0.00483456216538574	0.00398832439673725	EFNB2/MYL12A/SDCBP/EPHB4/FYN/ARHGEF7	6	EFNB2/MYL12A/SDCBP/EPHB4/FYN/ARHGEF7
cluster_EN	R-HSA-194840	Rho GTPase cycle	17/481	138/10704	0.00014643392753487	0.00522586078890068	0.00431113043235884	A2M/ARHGAP29/TIAM1/ARHGEF3/ARHGAP26/ARHGAP31/DLC1/SOS1/KALRN/ARAP2/ARHGAP18/GNA13/ARHGEF7/ARHGEF12/PREX1/ARHGDIB/RHOB	17	A2M/ARHGAP29/TIAM1/ARHGEF3/ARHGAP26/ARHGAP31/DLC1/SOS1/KALRN/ARAP2/ARHGAP18/GNA13/ARHGEF7/ARHGEF12/PREX1/ARHGDIB/RHOB
cluster_EN	R-HSA-5627117	RHO GTPases Activate ROCKs	6/481	20/10704	0.000180417352316388	0.00588676046700902	0.00485634677663662	MYH9/MYL12A/ROCK2/MYL6/ROCK1/RHOB	6	MYH9/MYL12A/ROCK2/MYL6/ROCK1/RHOB
cluster_EN	R-HSA-9669938	Signaling by KIT in disease	6/481	20/10704	0.000180417352316388	0.00588676046700902	0.00485634677663662	PIK3R3/SOS1/YES1/STAT1/FYN/KRAS	6	PIK3R3/SOS1/YES1/STAT1/FYN/KRAS
cluster_EN	R-HSA-9670439	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	6/481	20/10704	0.000180417352316388	0.00588676046700902	0.00485634677663662	PIK3R3/SOS1/YES1/STAT1/FYN/KRAS	6	PIK3R3/SOS1/YES1/STAT1/FYN/KRAS
cluster_EN	R-HSA-73887	Death Receptor Signalling	17/481	141/10704	0.000190709720666181	0.00604973613891052	0.00499079532152725	TIAM1/TNFSF10/ARHGEF3/CFLAR/TNFAIP3/SOS1/KALRN/XIAP/BIRC3/UBC/TNFRSF10B/GNA13/NFKBIA/ARHGEF7/ARHGEF12/PREX1/TNFRSF10D	17	TIAM1/TNFSF10/ARHGEF3/CFLAR/TNFAIP3/SOS1/KALRN/XIAP/BIRC3/UBC/TNFRSF10B/GNA13/NFKBIA/ARHGEF7/ARHGEF12/PREX1/TNFRSF10D
cluster_EN	R-HSA-416482	G alpha (12/13) signalling events	12/481	80/10704	0.000219480575821322	0.00677423831318784	0.00558848123357279	GNG11/TIAM1/ARHGEF3/SOS1/ROCK2/KALRN/GNA13/ROCK1/ARHGEF7/ARHGEF12/PREX1/RHOB	12	GNG11/TIAM1/ARHGEF3/SOS1/ROCK2/KALRN/GNA13/ROCK1/ARHGEF7/ARHGEF12/PREX1/RHOB
cluster_EN	R-HSA-111465	Apoptotic cleavage of cellular proteins	8/481	38/10704	0.00023278020734873	0.00699565781032235	0.00577114364479537	GSN/TJP1/PLEC/BMX/LMNA/TJP2/ROCK1/APC	8	GSN/TJP1/PLEC/BMX/LMNA/TJP2/ROCK1/APC
cluster_EN	R-HSA-1236974	ER-Phagosome pathway	12/481	83/10704	0.000312285243399306	0.00900251231203646	0.0074267199919556	HLA-E/HLA-B/B2M/HLA-C/HLA-A/CD36/TAPBP/HLA-F/TAP1/UBC/PSMB8/PSMB9	12	HLA-E/HLA-B/B2M/HLA-C/HLA-A/CD36/TAPBP/HLA-F/TAP1/UBC/PSMB8/PSMB9
cluster_EN	R-HSA-9679506	SARS-CoV Infections	17/481	147/10704	0.000315324424239456	0.00900251231203646	0.0074267199919556	MGAT4A/IFNGR1/FUT8/PARP14/RB1/ATP1A1/ROCK2/IL1R1/ST3GAL1/IFNAR2/UBC/MGAT1/ST6GAL1/NR3C1/ROCK1/MAP1LC3B/ARID4A	17	MGAT4A/IFNGR1/FUT8/PARP14/RB1/ATP1A1/ROCK2/IL1R1/ST3GAL1/IFNAR2/UBC/MGAT1/ST6GAL1/NR3C1/ROCK1/MAP1LC3B/ARID4A
cluster_EN	R-HSA-194138	Signaling by VEGF	14/481	108/10704	0.000326638158656217	0.00909806773622927	0.00750554947361526	FLT1/CAV1/VEGFC/CALM1/PXN/ITPR2/ROCK2/NRP1/PTK2B/FYN/ROCK1/HSPB1/KRAS/ELMO1	14	FLT1/CAV1/VEGFC/CALM1/PXN/ITPR2/ROCK2/NRP1/PTK2B/FYN/ROCK1/HSPB1/KRAS/ELMO1
cluster_EN	R-HSA-177929	Signaling by EGFR	9/481	50/10704	0.000334832981784747	0.00910426821900432	0.00751066462900624	PTPN12/SPRY1/PXN/SOS1/ADAM10/HBEGF/UBC/ARHGEF7/KRAS	9	PTPN12/SPRY1/PXN/SOS1/ADAM10/HBEGF/UBC/ARHGEF7/KRAS
cluster_EN	R-HSA-2691230	Signaling by NOTCH1 HD Domain Mutants in Cancer	5/481	15/10704	0.000370346805159982	0.00961218298847045	0.00792967441670297	JAG1/ADAM10/UBC/DLL1/NEURL1B	5	JAG1/ADAM10/UBC/DLL1/NEURL1B
cluster_EN	R-HSA-2691232	Constitutive Signaling by NOTCH1 HD Domain Mutants	5/481	15/10704	0.000370346805159982	0.00961218298847045	0.00792967441670297	JAG1/ADAM10/UBC/DLL1/NEURL1B	5	JAG1/ADAM10/UBC/DLL1/NEURL1B
cluster_EN	R-HSA-4086398	Ca2+ pathway	10/481	62/10704	0.000400697138738829	0.00999810526367601	0.00824804517558303	GNG11/PLCB1/CALM1/FZD4/ITPR2/AGO3/FZD6/AGO2/PPP3CA/KRAS	10	GNG11/PLCB1/CALM1/FZD4/ITPR2/AGO3/FZD6/AGO2/PPP3CA/KRAS
cluster_EN	R-HSA-109581	Apoptosis	19/481	178/10704	0.000402725781198858	0.00999810526367601	0.00824804517558303	GSN/TJP1/TNFSF10/PLEC/CFLAR/UACA/BMX/XIAP/BCL2L1/UBC/CARD8/LMNA/PSMB8/YWHAH/TNFRSF10B/TJP2/ROCK1/PSMB9/APC	19	GSN/TJP1/TNFSF10/PLEC/CFLAR/UACA/BMX/XIAP/BCL2L1/UBC/CARD8/LMNA/PSMB8/YWHAH/TNFRSF10B/TJP2/ROCK1/PSMB9/APC
cluster_EN	R-HSA-1236975	Antigen processing-Cross presentation	13/481	98/10704	0.00042196513857502	0.0102528550692058	0.00845820378554631	HLA-E/HLA-B/B2M/HLA-C/HLA-A/CD36/CTSS/TAPBP/HLA-F/TAP1/UBC/PSMB8/PSMB9	13	HLA-E/HLA-B/B2M/HLA-C/HLA-A/CD36/CTSS/TAPBP/HLA-F/TAP1/UBC/PSMB8/PSMB9
cluster_EN	R-HSA-5684996	MAPK1/MAPK3 signaling	26/481	286/10704	0.00049666364305235	0.0118164558409538	0.00974811316955819	SPTBN1/TEK/DUSP6/CALM1/KITLG/DUSP1/FN1/SOS1/RASAL2/RAPGEF2/PEA15/HBEGF/BCL2L1/UBC/IL6ST/PSMB8/DUSP5/VCL/RASGRP3/FYN/DUSP2/PPP2R5A/FGF2/PSMB9/KRAS/IL6	26	SPTBN1/TEK/DUSP6/CALM1/KITLG/DUSP1/FN1/SOS1/RASAL2/RAPGEF2/PEA15/HBEGF/BCL2L1/UBC/IL6ST/PSMB8/DUSP5/VCL/RASGRP3/FYN/DUSP2/PPP2R5A/FGF2/PSMB9/KRAS/IL6
cluster_EN	R-HSA-6783589	Interleukin-6 family signaling	6/481	24/10704	0.000537482958207523	0.0124797847770794	0.0102953335565361	LIFR/IL6ST/SOCS3/STAT1/OSMR/IL6	6	LIFR/IL6ST/SOCS3/STAT1/OSMR/IL6
cluster_EN	R-HSA-2559585	Oncogene Induced Senescence	7/481	33/10704	0.000546400384285436	0.0124797847770794	0.0102953335565361	ETS1/ETS2/RB1/ID1/CDK6/UBC/AGO3	7	ETS1/ETS2/RB1/ID1/CDK6/UBC/AGO3
cluster_EN	R-HSA-446353	Cell-extracellular matrix interactions	5/481	18/10704	0.000944708903398753	0.0210173787082308	0.0173385140970289	PXN/LIMS1/ACTN1/FLNA/FBLIM1	5	PXN/LIMS1/ACTN1/FLNA/FBLIM1
cluster_EN	R-HSA-388841	Costimulation by the CD28 family	10/481	69/10704	0.000957008487590196	0.0210173787082308	0.0173385140970289	PIK3R3/HLA-DRB5/HLA-DRA/HLA-DPB1/HLA-DPA1/HLA-DRB1/MAP3K8/YES1/FYN/PPP2R5A	10	PIK3R3/HLA-DRB5/HLA-DRA/HLA-DPB1/HLA-DPA1/HLA-DRB1/MAP3K8/YES1/FYN/PPP2R5A
cluster_EN	R-HSA-166520	Signaling by NTRKs	15/481	134/10704	0.00098365867717775	0.0210524029976248	0.0173674077637332	TIAM1/DUSP6/RPS6KA3/RALB/SOS1/ID1/MEF2C/FYN/RIT1/DNM3/KRAS/PCSK5/FOS/SGK1/ID3	15	TIAM1/DUSP6/RPS6KA3/RALB/SOS1/ID1/MEF2C/FYN/RIT1/DNM3/KRAS/PCSK5/FOS/SGK1/ID3
cluster_EN	R-HSA-1059683	Interleukin-6 signaling	4/481	11/10704	0.00103234200338615	0.0210524029976248	0.0173674077637332	IL6ST/SOCS3/STAT1/IL6	4	IL6ST/SOCS3/STAT1/IL6
cluster_EN	R-HSA-400451	Free fatty acids regulate insulin secretion	4/481	11/10704	0.00103234200338615	0.0210524029976248	0.0173674077637332	PLCB1/CD36/ACSL3/ACSL4	4	PLCB1/CD36/ACSL3/ACSL4
cluster_EN	R-HSA-9634285	Constitutive Signaling by Overexpressed ERBB2	4/481	11/10704	0.00103234200338615	0.0210524029976248	0.0173674077637332	PTPN12/SOS1/ERBIN/KRAS	4	PTPN12/SOS1/ERBIN/KRAS
cluster_EN	R-HSA-202430	Translocation of ZAP-70 to Immunological synapse	5/481	19/10704	0.00123523496686961	0.024748040915177	0.0204161642723601	HLA-DRB5/HLA-DRA/HLA-DPB1/HLA-DPA1/HLA-DRB1	5	HLA-DRB5/HLA-DRA/HLA-DPB1/HLA-DPA1/HLA-DRB1
cluster_EN	R-HSA-1855204	Synthesis of IP3 and IP4 in the cytosol	6/481	28/10704	0.00129136144341387	0.0254264615237697	0.0209758346979204	INPP5D/PLCB1/CALM1/PLCB4/ITPKB/ITPKC	6	INPP5D/PLCB1/CALM1/PLCB4/ITPKB/ITPKC
cluster_EN	R-HSA-1445148	Translocation of SLC2A4 (GLUT4) to the plasma membrane	10/481	72/10704	0.00133839873736989	0.0259059552216342	0.0213713982149162	EXOC6/MYH9/CALM1/MYO1C/RAB11A/TBC1D1/TUBA4A/YWHAH/RALGAPA2/TUBA1C	10	EXOC6/MYH9/CALM1/MYO1C/RAB11A/TBC1D1/TUBA4A/YWHAH/RALGAPA2/TUBA1C
cluster_EN	R-HSA-9012852	Signaling by NOTCH3	8/481	49/10704	0.00139174958361602	0.0264896337414916	0.0218529101287077	JAG1/PLXND1/ADAM10/UBC/DLL1/STAT1/NEURL1B/HES1	8	JAG1/PLXND1/ADAM10/UBC/DLL1/STAT1/NEURL1B/HES1
cluster_EN	R-HSA-210990	PECAM1 interactions	4/481	12/10704	0.00149386818595173	0.0279671716124078	0.0230718209909715	PECAM1/INPP5D/YES1/FYN	4	PECAM1/INPP5D/YES1/FYN
cluster_EN	R-HSA-1227986	Signaling by ERBB2	8/481	50/10704	0.00159306703158388	0.0293432669365934	0.0242070457261048	PTPN12/SOS1/YES1/HBEGF/ERBIN/UBC/FYN/KRAS	8	PTPN12/SOS1/YES1/HBEGF/ERBIN/UBC/FYN/KRAS
