"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051251","positive regulation of lymphocyte activation","14/93","336/18986",0.0416666666666667,8.50627240143369,9.73981828131376,9.49429696728813e-10,1.96458669764997e-06,1.43354113718611e-06,"CD86/MEF2C/HLA-DRA/LYN/DOCK8/HLA-DRB1/CD83/CD74/SH3KBP1/JAK2/VAV3/MALT1/IL18/HSPH1",14
"GO:0045785","positive regulation of cell adhesion","16/93","499/18986",0.032064128256513,6.54590902234577,8.80817847406794,2.41421015869215e-09,1.96458669764997e-06,1.43354113718611e-06,"CD86/PREX1/HLA-DRA/ADAM19/LYN/DOCK8/HLA-DRB1/CD83/APBB1IP/CD74/JAK2/VAV3/DOCK5/MALT1/IL18/HSPH1",16
"GO:0046635","positive regulation of alpha-beta T cell activation","8/93","75/18986",0.106666666666667,21.7760573476703,12.6483196469686,3.14555751938006e-09,1.96458669764997e-06,1.43354113718611e-06,"CD86/HLA-DRA/HLA-DRB1/CD83/JAK2/MALT1/IL18/HSPH1",8
"GO:0002696","positive regulation of leukocyte activation","14/93","371/18986",0.0377358490566038,7.70379387299655,9.1489741281729,3.40040968870614e-09,1.96458669764997e-06,1.43354113718611e-06,"CD86/MEF2C/HLA-DRA/LYN/DOCK8/HLA-DRB1/CD83/CD74/SH3KBP1/JAK2/VAV3/MALT1/IL18/HSPH1",14
"GO:0050867","positive regulation of cell activation","14/93","391/18986",0.0358056265984655,7.30973792041361,8.84500170494006,6.63974690375455e-09,3.06889101891535e-06,2.23934200838206e-06,"CD86/MEF2C/HLA-DRA/LYN/DOCK8/HLA-DRB1/CD83/CD74/SH3KBP1/JAK2/VAV3/MALT1/IL18/HSPH1",14
"GO:0070661","leukocyte proliferation","13/93","341/18986",0.0381231671554252,7.78286507110649,8.86758757669415,1.14879097809905e-08,4.42475991731151e-06,3.22870727528891e-06,"CD86/CSF2RA/DOCK2/MEF2C/LYN/DOCK8/HLA-DRB1/CD74/JAK2/VAV3/MALT1/IL18/RIPOR2",13
"GO:0046651","lymphocyte proliferation","12/93","297/18986",0.0404040404040404,8.24850657108722,8.83344363733825,2.31698143920642e-08,7.64934872286577e-06,5.5816605497875e-06,"CD86/DOCK2/MEF2C/LYN/DOCK8/HLA-DRB1/CD74/JAK2/VAV3/MALT1/IL18/RIPOR2",12
"GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation","6/93","38/18986",0.157894736842105,32.2342954159593,13.5219129756629,2.85435115799515e-08,7.97605112817917e-06,5.82005233885674e-06,"CD86/HLA-DRA/HLA-DRB1/CD83/MALT1/IL18",6
"GO:0032943","mononuclear cell proliferation","12/93","305/18986",0.039344262295082,8.03215230037017,8.68629231165348,3.1062077089404e-08,7.97605112817917e-06,5.82005233885674e-06,"CD86/DOCK2/MEF2C/LYN/DOCK8/HLA-DRB1/CD74/JAK2/VAV3/MALT1/IL18/RIPOR2",12
"GO:0050870","positive regulation of T cell activation","11/93","260/18986",0.0423076923076923,8.63713813068652,8.69943650836063,5.81931160748302e-08,1.34484291248933e-05,9.8131970475661e-06,"CD86/HLA-DRA/LYN/DOCK8/HLA-DRB1/CD83/CD74/JAK2/MALT1/IL18/HSPH1",11
"GO:0022409","positive regulation of cell-cell adhesion","12/93","336/18986",0.0357142857142857,7.29109062980031,8.16305034624476,8.95469117479307e-08,1.88129920954062e-05,1.37276701071947e-05,"CD86/HLA-DRA/ADAM19/LYN/DOCK8/HLA-DRB1/CD83/CD74/JAK2/MALT1/IL18/HSPH1",12
"GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","6/93","48/18986",0.125,25.5188172043011,11.9329931453841,1.2198765167181e-07,2.34927885844627e-05,1.71424752612491e-05,"CD86/HLA-DRA/HLA-DRB1/CD83/MALT1/IL18",6
"GO:1903039","positive regulation of leukocyte cell-cell adhesion","11/93","284/18986",0.0387323943661972,7.90723913372709,8.22841047315819,1.4225463445765e-07,2.45702964299499e-05,1.79287229865311e-05,"CD86/HLA-DRA/LYN/DOCK8/HLA-DRB1/CD83/CD74/JAK2/MALT1/IL18/HSPH1",11
"GO:0046634","regulation of alpha-beta T cell activation","8/93","122/18986",0.0655737704918033,13.386920500617,9.62992011585393,1.48846451760839e-07,2.45702964299499e-05,1.79287229865311e-05,"CD86/HLA-DRA/HLA-DRB1/CD83/JAK2/MALT1/IL18/HSPH1",8
"GO:0046638","positive regulation of alpha-beta T cell differentiation","6/93","56/18986",0.107142857142857,21.8732718894009,10.9750257884977,3.12770149166924e-07,4.81874543149841e-05,3.51619494010816e-05,"CD86/HLA-DRA/HLA-DRB1/CD83/MALT1/IL18",6
"GO:1903037","regulation of leukocyte cell-cell adhesion","12/93","392/18986",0.0306122448979592,6.24950625411455,7.36836940138145,4.68884695390342e-07,6.47978147013354e-05,4.72823790801609e-05,"CD86/HLA-DRA/LYN/DOCK8/HLA-DRB1/CD83/CD74/JAK2/MALT1/IL18/RIPOR2/HSPH1",12
"GO:0050863","regulation of T cell activation","12/93","393/18986",0.0305343511450382,6.23360420257736,7.3556105798169,4.81730500265776e-07,6.47978147013354e-05,4.72823790801609e-05,"CD86/HLA-DRA/LYN/DOCK8/HLA-DRB1/CD83/CD74/JAK2/MALT1/IL18/RIPOR2/HSPH1",12
"GO:0046631","alpha-beta T cell activation","9/93","196/18986",0.0459183673469388,9.37425938117182,8.26813133960225,5.04699551979246e-07,6.47978147013354e-05,4.72823790801609e-05,"CD86/DOCK2/HLA-DRA/HLA-DRB1/CD83/JAK2/MALT1/IL18/HSPH1",9
"GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","6/93","62/18986",0.0967741935483871,19.7565036420395,10.3785713065384,5.78391011301145e-07,7.03506119535234e-05,5.13342049919354e-05,"CD86/HLA-DRA/HLA-DRB1/CD83/MALT1/IL18",6
"GO:1902105","regulation of leukocyte differentiation","11/93","337/18986",0.0326409495548961,6.66366740052966,7.36005788774584,7.80145068184294e-07,9.01457626286952e-05,6.577854732796e-05,"CD86/HLA-DRA/LYN/HLA-DRB1/CD83/CD74/QKI/MALT1/IL18/UBASH3B/ZFP36L2",11
"GO:0070663","regulation of leukocyte proliferation","10/93","270/18986",0.037037037037037,7.56113102349661,7.61816521743903,8.20018484827611e-07,9.02410818303147e-05,6.58481008869089e-05,"CD86/CSF2RA/MEF2C/LYN/HLA-DRB1/CD74/JAK2/VAV3/IL18/RIPOR2",10
"GO:0050851","antigen receptor-mediated signaling pathway","9/93","212/18986",0.0424528301886792,8.66676810712112,7.87586319916919,9.73157439978621e-07,0.000102225765626845,7.45932162127154e-05,"PRKCB/MEF2C/LYN/PDE4B/HLA-DRB1/NFKB1/VAV3/MALT1/RFTN1",9
"GO:0030098","lymphocyte differentiation","12/93","426/18986",0.028169014084507,5.75071936998334,6.95779298866182,1.12635513614107e-06,0.000113174205200958,8.25821935056294e-05,"CD86/DOCK2/IKZF1/PREX1/HLA-DRA/HLA-DRB1/CD83/CD74/HDAC9/MALT1/IL18/ZFP36L2",12
"GO:0007159","leukocyte cell-cell adhesion","12/93","430/18986",0.027906976744186,5.69722430607652,6.91241267850749,1.24192792564172e-06,0.000118695491986159,8.66110265147583e-05,"CD86/HLA-DRA/LYN/DOCK8/HLA-DRB1/CD83/CD74/JAK2/MALT1/IL18/RIPOR2/HSPH1",12
"GO:0042113","B cell activation","10/93","284/18986",0.0352112676056338,7.18839921247918,7.37207557262769,1.2963455052816e-06,0.000118695491986159,8.66110265147583e-05,"CD86/PRKCB/MEF2C/LYN/CD74/SH3KBP1/VAV3/HDAC9/MALT1/ZFP36L2",10
"GO:1903706","regulation of hemopoiesis","12/93","433/18986",0.0277136258660508,5.65775162035313,6.87874981613372,1.33538848621381e-06,0.000118695491986159,8.66110265147583e-05,"CD86/MEF2C/HLA-DRA/LYN/HLA-DRB1/CD83/CD74/QKI/MALT1/IL18/UBASH3B/ZFP36L2",12
"GO:0070665","positive regulation of leukocyte proliferation","8/93","166/18986",0.0481927710843374,9.83858012695945,8.02459366515165,1.56296818980889e-06,0.000133778499505494,9.76169606266604e-05,"CD86/CSF2RA/MEF2C/LYN/CD74/JAK2/VAV3/IL18",8
"GO:0045582","positive regulation of T cell differentiation","7/93","122/18986",0.0573770491803279,11.7135554380398,8.32900179023167,2.28115346493967e-06,0.000188276630624128,0.000137383753790727,"CD86/HLA-DRA/HLA-DRB1/CD83/CD74/MALT1/IL18",7
"GO:0050853","B cell receptor signaling pathway","6/93","79/18986",0.0759493670886076,15.5051041241323,9.06398956737518,2.44635892868295e-06,0.0001949494994547,0.000142252885798551,"PRKCB/MEF2C/LYN/NFKB1/VAV3/RFTN1",6
"GO:0046637","regulation of alpha-beta T cell differentiation","6/93","80/18986",0.075,15.3112903225806,8.9995391683931,2.63435092488566e-06,0.000202182735755736,0.000147530912879223,"CD86/HLA-DRA/HLA-DRB1/CD83/MALT1/IL18",6
"GO:0050670","regulation of lymphocyte proliferation","9/93","240/18986",0.0375,7.65564516129032,7.28010741483158,2.71210073925912e-06,0.000202182735755736,0.000147530912879223,"CD86/MEF2C/LYN/HLA-DRB1/CD74/JAK2/VAV3/IL18/RIPOR2",9
"GO:0032944","regulation of mononuclear cell proliferation","9/93","245/18986",0.036734693877551,7.49940750493746,7.18384150636403,3.21059352053067e-06,0.000231865050810825,0.000169189829601649,"CD86/MEF2C/LYN/HLA-DRB1/CD74/JAK2/VAV3/IL18/RIPOR2",9
"GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","6/93","84/18986",0.0714285714285714,14.5821812596006,8.75289257460351,3.50793182521037e-06,0.000245661528729126,0.00017925699470453,"CD86/HLA-DRA/HLA-DRB1/CD83/MALT1/IL18",6
"GO:0045622","regulation of T-helper cell differentiation","5/93","48/18986",0.104166666666667,21.2656810035842,9.86304643031026,3.66774880569992e-06,0.000248987956256715,0.000181684258773034,"CD86/HLA-DRA/HLA-DRB1/MALT1/IL18",5
"GO:0030217","T cell differentiation","10/93","320/18986",0.03125,6.37970430107527,6.8093252072667,3.77091236217439e-06,0.000248987956256715,0.000181684258773034,"CD86/DOCK2/PREX1/HLA-DRA/HLA-DRB1/CD83/CD74/MALT1/IL18/ZFP36L2",10
"GO:0002286","T cell activation involved in immune response","7/93","136/18986",0.0514705882352941,10.5077482605946,7.80706443708484,4.70192963335903e-06,0.000301837760630353,0.000220248282825765,"CD86/HLA-DRA/HLA-DRB1/APBB1IP/CD74/MALT1/IL18",7
"GO:0045621","positive regulation of lymphocyte differentiation","7/93","137/18986",0.0510948905109489,10.4310493681815,7.77270987214491,4.93551464897602e-06,0.000308269577129286,0.000224941521128296,"CD86/HLA-DRA/HLA-DRB1/CD83/CD74/MALT1/IL18",7
"GO:0042098","T cell proliferation","8/93","215/18986",0.0372093023255814,7.59629907476869,6.82452102493588,1.05914757821979e-05,0.000641650690915467,0.000468206703339442,"CD86/DOCK2/DOCK8/HLA-DRB1/JAK2/MALT1/IL18/RIPOR2",8
"GO:0043367","CD4-positive, alpha-beta T cell differentiation","6/93","102/18986",0.0588235294117647,12.0088551549652,7.82152720868644,1.08283760041987e-05,0.000641650690915467,0.000468206703339442,"CD86/HLA-DRA/HLA-DRB1/CD83/MALT1/IL18",6
"GO:0002768","immune response-regulating cell surface receptor signaling pathway","10/93","369/18986",0.02710027100271,5.53253489524143,6.16873057969382,1.31335085557157e-05,0.000755841788725231,0.00055153091418061,"PRKCB/FCGR2A/MEF2C/LYN/PDE4B/HLA-DRB1/NFKB1/VAV3/MALT1/RFTN1",10
"GO:0090330","regulation of platelet aggregation","4/93","30/18986",0.133333333333333,27.2200716845878,10.0836430743877,1.34095687311703e-05,0.000755841788725231,0.00055153091418061,"LYN/SH2B3/JAK2/UBASH3B",4
"GO:0045619","regulation of lymphocyte differentiation","8/93","223/18986",0.0358744394618834,7.32378610347654,6.66461055892665,1.38078229270096e-05,0.000759759018674268,0.000554389281430311,"CD86/HLA-DRA/HLA-DRB1/CD83/CD74/MALT1/IL18/ZFP36L2",8
"GO:0071222","cellular response to lipopolysaccharide","8/93","228/18986",0.0350877192982456,7.16317675910206,6.56863445297898,1.62083709702833e-05,0.000871105704937786,0.000635637950903155,"CD86/MEF2C/IRAK3/LYN/PDE4B/NFKB1/JAK2/MALT1",8
"GO:0060397","growth hormone receptor signaling pathway via JAK-STAT","3/93","11/18986",0.272727272727273,55.6774193548387,12.726523146821,1.8247217534156e-05,0.000958393630032605,0.0006993311600411,"LYN/JAK2/PTPN1",3
"GO:0007162","negative regulation of cell adhesion","9/93","314/18986",0.0286624203821656,5.85144853092254,6.08187018009704,2.34995908094584e-05,0.00116219929957052,0.000848046313016456,"CD86/PLXNC1/SH2B3/HLA-DRB1/CD74/JAK2/PTPN1/UBASH3B/RIPOR2",9
"GO:0002366","leukocyte activation involved in immune response","9/93","315/18986",0.0285714285714286,5.83287250384025,6.06838516940137,2.40943134010696e-05,0.00116219929957052,0.000848046313016456,"CD86/DOCK2/HLA-DRA/LYN/HLA-DRB1/APBB1IP/CD74/MALT1/IL18",9
"GO:0051133","regulation of NK T cell activation","3/93","12/18986",0.25,51.0376344086022,12.1647799496402,2.42432478698606e-05,0.00116219929957052,0.000848046313016456,"JAK2/IL18/HSPH1",3
"GO:0071219","cellular response to molecule of bacterial origin","8/93","242/18986",0.0330578512396694,6.74877810361681,6.3146371982844,2.48726867646057e-05,0.00116219929957052,0.000848046313016456,"CD86/MEF2C/IRAK3/LYN/PDE4B/NFKB1/JAK2/MALT1",8
"GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","4/93","35/18986",0.114285714285714,23.331490015361,9.27752151985883,2.51449437380035e-05,0.00116219929957052,0.000848046313016456,"HLA-DRA/HLA-DRB1/CD74/MARCHF1",4
"GO:0032743","positive regulation of interleukin-2 production","4/93","35/18986",0.114285714285714,23.331490015361,9.27752151985883,2.51449437380035e-05,0.00116219929957052,0.000848046313016456,"CD86/PDE4B/CD83/MALT1",4
"GO:0002263","cell activation involved in immune response","9/93","319/18986",0.0282131661442006,5.75973303670745,6.01501874738632,2.66029626255977e-05,0.00120547934564228,0.000879627371025955,"CD86/DOCK2/HLA-DRA/LYN/HLA-DRB1/APBB1IP/CD74/MALT1/IL18",9
"GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","4/93","37/18986",0.108108108108108,22.070328392909,9.0006802009146,3.14802905327924e-05,0.00137265946077893,0.0010016171883522,"HLA-DRA/HLA-DRB1/CD74/MARCHF1",4
"GO:0034110","regulation of homotypic cell-cell adhesion","4/93","37/18986",0.108108108108108,22.070328392909,9.0006802009146,3.14802905327924e-05,0.00137265946077893,0.0010016171883522,"LYN/SH2B3/JAK2/UBASH3B",4
"GO:0070527","platelet aggregation","5/93","77/18986",0.0649350649350649,13.2565284178187,7.56092396872596,3.7843899285933e-05,0.00161957872684798,0.00118179194261335,"ENTPD1/LYN/SH2B3/JAK2/UBASH3B",5
"GO:0002429","immune response-activating cell surface receptor signaling pathway","9/93","336/18986",0.0267857142857143,5.46831797235023,5.79789844364124,3.98932466716616e-05,0.00167624169196745,0.00122313839555984,"PRKCB/MEF2C/LYN/PDE4B/HLA-DRB1/NFKB1/VAV3/MALT1/RFTN1",9
"GO:0035710","CD4-positive, alpha-beta T cell activation","6/93","129/18986",0.0465116279069767,9.49537384346086,6.7926206698201,4.11487408118175e-05,0.00169812035743054,0.00123910305978443,"CD86/HLA-DRA/HLA-DRB1/CD83/MALT1/IL18",6
"GO:0045580","regulation of T cell differentiation","7/93","191/18986",0.0366492146596859,7.48195687665372,6.31681224824469,4.26585693207012e-05,0.00172954304737089,0.00126203191231327,"CD86/HLA-DRA/HLA-DRB1/CD83/CD74/MALT1/IL18",7
"GO:0042093","T-helper cell differentiation","5/93","81/18986",0.0617283950617284,12.601885039161,7.34140256361103,4.83251317317226e-05,0.00181973019134778,0.00132784065523658,"CD86/HLA-DRA/HLA-DRB1/MALT1/IL18",5
"GO:1902107","positive regulation of leukocyte differentiation","7/93","195/18986",0.0358974358974359,7.32848083815826,6.23215349962041,4.86567923575318e-05,0.00181973019134778,0.00132784065523658,"CD86/HLA-DRA/HLA-DRB1/CD83/CD74/MALT1/IL18",7
"GO:1903708","positive regulation of hemopoiesis","7/93","195/18986",0.0358974358974359,7.32848083815826,6.23215349962041,4.86567923575318e-05,0.00181973019134778,0.00132784065523658,"CD86/HLA-DRA/HLA-DRB1/CD83/CD74/MALT1/IL18",7
