"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006909","phagocytosis","12/93","239/18986",0.0502092050209205,10.2502361992172,10.0967637810928,2.03495351795622e-09,4.57050560132968e-06,3.42729013550522e-06,"CLEC7A/SLC11A1/TLR2/MSR1/DOCK2/FCGR2A/MERTK/RAB31/LYN/DYSF/ELMO1/RAB20",12
"GO:0007264","small GTPase-mediated signal transduction","15/93","491/18986",0.0305498981670061,6.23677813547073,8.24848265828368,1.5358047444216e-08,1.72470872798546e-05,1.2933092584603e-05,"DOCK2/ARHGAP24/GNA13/ARHGAP18/DOCK4/ABR/APOE/ARHGAP6/RAPGEF1/PSD3/ELMO1/DENND3/ARHGAP26/GRB2/SIPA1L1",15
"GO:0050764","regulation of phagocytosis","8/93","102/18986",0.0784313725490196,16.0118068732869,10.6655282732104,3.67132913087152e-08,2.74860174264581e-05,2.06109705592787e-05,"CLEC7A/SLC11A1/TLR2/DOCK2/FCGR2A/MERTK/RAB31/DYSF",8
"GO:0051056","regulation of small GTPase mediated signal transduction","11/93","300/18986",0.0366666666666667,7.48551971326165,7.94407894918125,2.4647501205985e-07,0.000138395719271606,0.000103778952446253,"DOCK2/ARHGAP24/GNA13/ARHGAP18/ABR/APOE/ARHGAP6/PSD3/DENND3/ARHGAP26/SIPA1L1",11
"GO:0030100","regulation of endocytosis","11/93","307/18986",0.0358306188925081,7.31484011067914,7.82620191189078,3.10233900860753e-07,0.00013935706826665,0.000104499840289938,"CLEC7A/SLC11A1/TLR2/DOCK2/FCGR2A/MERTK/APOE/RAB31/DYSF/DAB2/BMP2K",11
"GO:0002468","dendritic cell antigen processing and presentation","4/93","16/18986",0.25,51.0376344086022,14.0481588150553,9.38548798621074e-07,0.000281979966290164,0.000211448631984001,"SLC11A1/HLA-DRA/HLA-DRB1/CD74",4
"GO:0003018","vascular process in circulatory system","10/93","276/18986",0.036231884057971,7.39675860994234,7.51058771198211,1.00109120614942e-06,0.000281979966290164,0.000211448631984001,"SLCO2B1/TBXAS1/SLC2A3/ZEB2/SLC8A1/DOCK4/APOE/SLC1A3/KCNMA1/TFRC",10
"GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation","5/93","38/18986",0.131578947368421,26.8619128466327,11.1961076835325,1.11748321823769e-06,0.000281979966290164,0.000211448631984001,"CD86/CD83/HLA-DRA/HLA-DRB1/IL18",5
"GO:0045807","positive regulation of endocytosis","8/93","159/18986",0.050314465408805,10.2717251639954,8.2369202889426,1.1299286271645e-06,0.000281979966290164,0.000211448631984001,"CLEC7A/SLC11A1/DOCK2/FCGR2A/MERTK/APOE/RAB31/DAB2",8
"GO:0050766","positive regulation of phagocytosis","6/93","73/18986",0.0821917808219178,16.779496243924,9.47699531378845,1.53391512261571e-06,0.000344517336539488,0.000258343599598435,"CLEC7A/SLC11A1/DOCK2/FCGR2A/MERTK/RAB31",6
"GO:0042060","wound healing","12/93","444/18986",0.027027027027027,5.51758209822726,6.75795916429235,1.73371228484056e-06,0.000353992526522901,0.00026544877088468,"CLEC7A/SLC11A1/F13A1/ARHGAP24/EMILIN2/GNA13/MERTK/APOE/PAPSS2/LYN/PLAUR/CD109",12
"GO:0002366","leukocyte activation involved in immune response","10/93","315/18986",0.0317460317460317,6.48096944871138,6.88216659762346,3.27902269467194e-06,0.000588411701257286,0.000441232939031569,"SLC11A1/CD86/DOCK2/HLA-DRA/LYN/DYSF/HLA-DRB1/CD74/TFRC/IL18",10
"GO:0002263","cell activation involved in immune response","10/93","319/18986",0.0313479623824451,6.39970337411939,6.8237686389489,3.66770554830539e-06,0.000588411701257286,0.000441232939031569,"SLC11A1/CD86/DOCK2/HLA-DRA/LYN/DYSF/HLA-DRB1/CD74/TFRC/IL18",10
"GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","5/93","48/18986",0.104166666666667,21.2656810035842,9.86304643031026,3.66774880569992e-06,0.000588411701257286,0.000441232939031569,"CD86/CD83/HLA-DRA/HLA-DRB1/IL18",5
"GO:0045785","positive regulation of cell adhesion","12/93","499/18986",0.0240480961923848,4.90943176675933,6.20907638316105,5.74859641063355e-06,0.000814352367896825,0.000610659318852191,"CD86/EMILIN2/CD83/HLA-DRA/LYN/HLA-DRB1/DAB2/PLAUR/CD74/FMN1/TFRC/IL18",12
"GO:0022409","positive regulation of cell-cell adhesion","10/93","336/18986",0.0297619047619048,6.07590885816692,6.58628241117575,5.80126352909581e-06,0.000814352367896825,0.000610659318852191,"CD86/EMILIN2/CD83/HLA-DRA/LYN/HLA-DRB1/PLAUR/CD74/TFRC/IL18",10
"GO:0046638","positive regulation of alpha-beta T cell differentiation","5/93","56/18986",0.0892857142857143,18.2277265745008,9.0582226128306,7.93331441656417e-06,0.00102161602219536,0.000766080346586952,"CD86/CD83/HLA-DRA/HLA-DRB1/IL18",5
"GO:0006898","receptor-mediated endocytosis","9/93","275/18986",0.0327272727272727,6.68129032258065,6.65826602809257,8.18748370414804e-06,0.00102161602219536,0.000766080346586952,"MSR1/STAB1/APOE/RAB31/DAB2/BMP2K/GRB2/TFRC/CTSL",9
"GO:0043367","CD4-positive, alpha-beta T cell differentiation","6/93","102/18986",0.0588235294117647,12.0088551549652,7.82152720868644,1.08283760041987e-05,0.0012800280266016,0.000959856044693515,"CD86/CD83/HLA-DRA/HLA-DRB1/CTSL/IL18",6
"GO:0050866","negative regulation of cell activation","8/93","219/18986",0.0365296803652968,7.45755388618844,6.74355621309561,1.21098702912578e-05,0.00135993843370825,0.00101977855084276,"CD86/LAPTM5/SAMSN1/MERTK/APOE/LYN/HLA-DRB1/CD74",8
"GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","5/93","62/18986",0.0806451612903226,16.463753035033,8.55658744314552,1.31320921738445e-05,0.00140450852487879,0.00105320037484467,"CD86/CD83/HLA-DRA/HLA-DRB1/IL18",5
"GO:0010720","positive regulation of cell development","11/93","460/18986",0.0239130434782609,4.88186068256195,5.91322417148631,1.52917757293534e-05,0.00149784708222443,0.00112319226299812,"CLEC7A/CD86/TLR2/CD83/PLXNC1/HLA-DRA/LYN/HLA-DRB1/CD74/QKI/IL18",11
"GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","4/93","31/18986",0.129032258064516,26.3420048560527,9.90732101326926,1.53385943415681e-05,0.00149784708222443,0.00112319226299812,"HLA-DRA/HLA-DRB1/CD74/CTSL",4
"GO:0051250","negative regulation of lymphocyte activation","7/93","169/18986",0.0414201183431953,8.45593942864414,6.83072566791777,1.94727475412007e-05,0.00175580912134634,0.00131663054513481,"CD86/LAPTM5/SAMSN1/MERTK/LYN/HLA-DRB1/CD74",7
"GO:0007596","blood coagulation","8/93","234/18986",0.0341880341880342,6.97950556015072,6.45722200848224,1.95437346543448e-05,0.00175580912134634,0.00131663054513481,"F13A1/EMILIN2/GNA13/MERTK/APOE/PAPSS2/LYN/PLAUR",8
"GO:0007599","hemostasis","8/93","241/18986",0.033195020746888,6.77678133226253,6.33210401448225,2.4146411067514e-05,0.00200862367620876,0.00150620887750575,"F13A1/EMILIN2/GNA13/MERTK/APOE/PAPSS2/LYN/PLAUR",8
"GO:0050817","coagulation","8/93","241/18986",0.033195020746888,6.77678133226253,6.33210401448225,2.4146411067514e-05,0.00200862367620876,0.00150620887750575,"F13A1/EMILIN2/GNA13/MERTK/APOE/PAPSS2/LYN/PLAUR",8
"GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","4/93","35/18986",0.114285714285714,23.331490015361,9.27752151985883,2.51449437380035e-05,0.00201698370126985,0.00151247781882728,"HLA-DRA/HLA-DRB1/CD74/CTSL",4
"GO:0048002","antigen processing and presentation of peptide antigen","5/93","72/18986",0.0694444444444444,14.1771206690562,7.85943617703025,2.73204603965631e-05,0.00202035182079016,0.00151500347437046,"SLC11A1/HLA-DRA/HLA-DRB1/CD74/CTSL",5
"GO:0034341","response to type II interferon","6/93","121/18986",0.0495867768595041,10.1231671554252,7.06327678786178,2.86880903081944e-05,0.00202035182079016,0.00151500347437046,"KYNU/SLC11A1/TLR2/CIITA/CD74/RAB20",6
"GO:0002274","myeloid leukocyte activation","8/93","247/18986",0.0323886639676113,6.61216316224805,6.2287639456753,2.87850660130387e-05,0.00202035182079016,0.00151500347437046,"SLC11A1/TLR2/DOCK2/LCP2/LYN/DYSF/CD74/IL18",8
"GO:0002573","myeloid leukocyte differentiation","8/93","247/18986",0.0323886639676113,6.61216316224805,6.2287639456753,2.87850660130387e-05,0.00202035182079016,0.00151500347437046,"TLR2/LYN/MITF/HLA-DRB1/CD74/CD109/QKI/TFRC",8
"GO:0045582","positive regulation of T cell differentiation","6/93","122/18986",0.0491803278688525,10.0401903754627,7.02808346460942,3.0053966351811e-05,0.00204549116442932,0.0015338547420382,"CD86/CD83/HLA-DRA/HLA-DRB1/CD74/IL18",6
"GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","4/93","37/18986",0.108108108108108,22.070328392909,9.0006802009146,3.14802905327924e-05,0.00207713442789793,0.00155758311132619,"HLA-DRA/HLA-DRB1/CD74/CTSL",4
"GO:0002697","regulation of immune effector process","10/93","410/18986",0.024390243902439,4.97928140571728,5.71500733906006,3.23685240322473e-05,0.00207713442789793,0.00155758311132619,"CLEC7A/CD86/LAPTM5/IRAK3/HLA-DRA/LYN/HLA-DRB1/CD74/TFRC/IL18",10
"GO:0046635","positive regulation of alpha-beta T cell activation","5/93","75/18986",0.0666666666666667,13.6100358422939,7.67690237969765,3.3314108683546e-05,0.00207843022509012,0.00155855479221268,"CD86/CD83/HLA-DRA/HLA-DRB1/IL18",5
"GO:0051251","positive regulation of lymphocyte activation","9/93","336/18986",0.0267857142857143,5.46831797235023,5.79789844364124,3.98932466716616e-05,0.00230373830142854,0.00172750681083829,"CLEC7A/CD86/CD83/HLA-DRA/LYN/HLA-DRB1/CD74/TFRC/IL18",9
"GO:1902105","regulation of leukocyte differentiation","9/93","337/18986",0.0267062314540059,5.45209150952426,5.78558889750058,4.08244841383497e-05,0.00230373830142854,0.00172750681083829,"CD86/CD83/HLA-DRA/LYN/MITF/HLA-DRB1/CD74/QKI/IL18",9
