"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002062","chondrocyte differentiation","7/88","116/18986",0.0603448275862069,13.0193965517241,8.86062635165471,1.11739753225241e-06,0.00142603666280172,0.00111491837799304,"BMPR1B/EXT1/NFIB/SULF1/SOX5/SMAD3/SOX6",7
"GO:0035265","organ growth","8/88","181/18986",0.0441988950276243,9.53591160220994,7.87392442276534,1.96116096250043e-06,0.00142603666280172,0.00111491837799304,"ERBB4/ESR1/WT1/TGFBR3/MEIS1/EXT1/TENM4/IGF1",8
"GO:0032332","positive regulation of chondrocyte differentiation","4/88","20/18986",0.2,43.15,12.8695516787301,1.97238819198024e-06,0.00142603666280172,0.00111491837799304,"BMPR1B/SOX5/SMAD3/SOX6",4
"GO:0060485","mesenchyme development","10/88","341/18986",0.0293255131964809,6.32697947214076,6.77354052309401,3.9942840168165e-06,0.00143709521806849,0.00112356428929574,"EZH2/ERBB4/NCAM1/WT1/TIAM1/TGFBR3/EXT1/SEMA5A/IGF1/SMAD3",10
"GO:0048762","mesenchymal cell differentiation","9/88","274/18986",0.0328467153284672,7.08667883211679,6.92523121638974,5.02913165446015e-06,0.00143709521806849,0.00112356428929574,"EZH2/ERBB4/NCAM1/TIAM1/TGFBR3/EXT1/SEMA5A/IGF1/SMAD3",9
"GO:0090068","positive regulation of cell cycle process","9/88","274/18986",0.0328467153284672,7.08667883211679,6.92523121638974,5.02913165446015e-06,0.00143709521806849,0.00112356428929574,"RRM2/SMC4/EZH2/PKP4/SVIL/IGF1/RAD51B/PRKCE/PLCB1",9
"GO:0051216","cartilage development","8/88","209/18986",0.0382775119617225,8.25837320574163,7.20009205581755,5.69994858782531e-06,0.00143709521806849,0.00112356428929574,"BMPR1B/EXT1/NFIB/NFIA/SULF1/SOX5/SMAD3/SOX6",8
"GO:0060419","heart growth","6/88","100/18986",0.06,12.945,8.17249899596636,7.01607074783673e-06,0.00143709521806849,0.00112356428929574,"ERBB4/WT1/TGFBR3/MEIS1/TENM4/IGF1",6
"GO:0045787","positive regulation of cell cycle","10/88","365/18986",0.0273972602739726,5.91095890410959,6.4647233803253,7.26879909347667e-06,0.00143709521806849,0.00112356428929574,"RRM2/SMC4/EZH2/PKP4/PRKCA/SVIL/IGF1/RAD51B/PRKCE/PLCB1",10
"GO:0048732","gland development","11/88","450/18986",0.0244444444444444,5.27388888888889,6.2612376535274,7.27625261770796e-06,0.00143709521806849,0.00112356428929574,"EZH2/ERBB4/ESR1/WT1/PAX8/TGFBR3/EXT1/NFIB/SULF1/SMAD3/ELF3",11
"GO:0003300","cardiac muscle hypertrophy","6/88","102/18986",0.0588235294117647,12.6911764705882,8.07885885052334,7.86699276664977e-06,0.00143709521806849,0.00112356428929574,"EZH2/PRKCA/TIAM1/MEIS1/IGF1/SMAD3",6
"GO:0061448","connective tissue development","9/88","290/18986",0.0310344827586207,6.69568965517241,6.66975192919502,7.95073426317282e-06,0.00143709521806849,0.00112356428929574,"BMPR1B/WT1/EXT1/NFIB/NFIA/SULF1/SOX5/SMAD3/SOX6",9
