"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051017","actin filament bundle assembly","7/91","164/18986",0.0426829268292683,8.90525328330206,7.0559805906951,1.3897976386303e-05,0.0171273374056018,0.0141801285421391,"PHLDB2/DPYSL3/PDLIM1/MTSS1/PHACTR1/ARHGAP6/EZR",7
"GO:0061572","actin filament bundle organization","7/91","168/18986",0.0416666666666667,8.69322344322344,6.9507041547721,1.62498457358651e-05,0.0171273374056018,0.0141801285421391,"PHLDB2/DPYSL3/PDLIM1/MTSS1/PHACTR1/ARHGAP6/EZR",7
"GO:0051146","striated muscle cell differentiation","8/91","314/18986",0.0254777070063694,5.31560159585637,5.35134928478316,0.000132350572491639,0.0393862896442325,0.0326088426196632,"ADAM12/CDH2/SYNE1/NFATC2/IL4R/WT1/HOMER1/HDAC9",8
"GO:0002544","chronic inflammatory response","3/91","21/18986",0.142857142857143,29.8053375196232,9.16555443255659,0.000133079658594848,0.0393862896442325,0.0326088426196632,"VCAM1/NFKBIZ/TNFAIP3",3
"GO:0061577","calcium ion transmembrane transport via high voltage-gated calcium channel","3/91","21/18986",0.142857142857143,29.8053375196232,9.16555443255659,0.000133079658594848,0.0393862896442325,0.0326088426196632,"CACNB2/CACNA1C/CACNA2D1",3
"GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction","8/91","317/18986",0.0252365930599369,5.26529621797761,5.31460326056155,0.000141277360838397,0.0393862896442325,0.0326088426196632,"ROR2/DCN/MAGI2/PTPN13/ERRFI1/PDGFC/PDGFD/ERBB4",8
"GO:0086012","membrane depolarization during cardiac muscle cell action potential","3/91","22/18986",0.136363636363636,28.4505494505494,8.94025605734471,0.000153558344722229,0.0393862896442325,0.0326088426196632,"CACNB2/CACNA1C/CACNA2D1",3
"GO:0048638","regulation of developmental growth","8/91","325/18986",0.0246153846153846,5.13568892645816,5.21884787676735,0.000167542703898392,0.0393862896442325,0.0326088426196632,"SEMA3A/ZFPM2/MAP2/EFNA5/EZR/WT1/WWC1/ERBB4",8
"GO:0048008","platelet-derived growth factor receptor signaling pathway","4/91","59/18986",0.0677966101694915,14.1449059415161,7.01770561981991,0.000183744765693395,0.0393862896442325,0.0326088426196632,"PDGFC/PDGFD/PLAT/F3",4
"GO:0042692","muscle cell differentiation","9/91","432/18986",0.0208333333333333,4.34661172161172,4.88293534585116,0.000226786328122758,0.0393862896442325,0.0326088426196632,"ADAM12/CDH2/SYNE1/NFATC2/IL4R/SOD2/WT1/HOMER1/HDAC9",9
"GO:0050727","regulation of inflammatory response","9/91","438/18986",0.0205479452054795,4.28706909528827,4.83003072712832,0.000251115110946347,0.0393862896442325,0.0326088426196632,"TNC/GBP1/IL1R1/AHR/MAP3K8/NFKBIZ/TNFAIP3/IER3/SLC39A8",9
"GO:0010038","response to metal ion","8/91","345/18986",0.0231884057971014,4.83796782927218,4.99262357520923,0.000251230991185824,0.0393862896442325,0.0326088426196632,"CLDN1/KCNMB2/VCAM1/NFATC2/SOD2/CLIC4/HOMER1/SLC39A8",8
"GO:0001885","endothelial cell development","4/91","66/18986",0.0606060606060606,12.6446886446886,6.57645467629271,0.000283632840082325,0.0393862896442325,0.0326088426196632,"CLDN1/HEG1/CLIC4/EZR",4
"GO:0010812","negative regulation of cell-substrate adhesion","4/91","66/18986",0.0606060606060606,12.6446886446886,6.57645467629271,0.000283632840082325,0.0393862896442325,0.0326088426196632,"PHLDB2/GBP1/ARHGAP6/EFNA5",4
"GO:0010975","regulation of neuron projection development","9/91","452/18986",0.0199115044247788,4.15428376932802,4.71018481582804,0.00031642261252624,0.0393862896442325,0.0326088426196632,"ROR2/TENM3/MAGI2/DPYSL3/SYNE1/SEMA3A/DAB1/MAP2/EFNA5",9
"GO:1990778","protein localization to cell periphery","8/91","362/18986",0.0220994475138122,4.61077044502459,4.81360258332182,0.000346894763192846,0.0393862896442325,0.0326088426196632,"CACNB2/DPP6/CDH2/GBP1/ERRFI1/EZR/TSPAN5/ERBB4",8
"GO:0032703","negative regulation of interleukin-2 production","3/91","30/18986",0.1,20.8637362637363,7.55615340624934,0.000393759177747715,0.0393862896442325,0.0326088426196632,"GBP1/EZR/TNFAIP3",3
"GO:0086010","membrane depolarization during action potential","3/91","30/18986",0.1,20.8637362637363,7.55615340624934,0.000393759177747715,0.0393862896442325,0.0326088426196632,"CACNB2/CACNA1C/CACNA2D1",3
