Cluster	ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	geneSymbol
Ko_Oe_Beta2	MF	GO:0019001	guanyl nucleotide binding	75/2899	387/29872	0.193798449612403	1.99694628727896	6.47159065498646	4.67901193356353e-09	5.45587862941434e-08	2.93064722170027e-08	Prkg1/Gnai3/Gnai2/Rab27a/Rhobtb1/Rab11b/Gnl3/Arl1/Nme1/Gna11/Pck2/Rab6a/Fkbp4/Pde10a/Tubb4b/Cdc42/Rragc/Nme2/Gnl2/Gfm2/Drg1/Gnao1/Arf5/Hsp90aa1/Dnm3/Gtpbp2/Dnm2/Agap1/Gch1/Mief1/Hbs1l/Rab11a/Rab5a/Arl8b/Tuba1a/Insr/Arl3/Arhgap35/Rab10/Opa1/Rab7/Rab2a/Eif5b/Rabl6/Eif5/Gnaq/Rab28/Gtpbp4/Dnm1l/Rragd/Eef2/Hsp90ab1/Arhgap5/Rab12/Rheb/Gnas/Rap1b/Gspt1/Rhoa/Rab21/Rab1a/Dync1li1/Rap1a/Rab14/Sar1a/Rab18/Arf1/Arf4/Rac1/Kras/Eif2s3x/Sar1b/Rab22a/Glud1/Eef1a1	75	Prkg1/Gnai3/Gnai2/Rab27a/Rhobtb1/Rab11b/Gnl3/Arl1/Nme1/Gna11/Pck2/Rab6a/Fkbp4/Pde10a/Tubb4b/Cdc42/Rragc/Nme2/Gnl2/Gfm2/Drg1/Gnao1/Arf5/Hsp90aa1/Dnm3/Gtpbp2/Dnm2/Agap1/Gch1/Mief1/Hbs1l/Rab11a/Rab5a/Arl8b/Tuba1a/Insr/Arl3/Arhgap35/Rab10/Opa1/Rab7/Rab2a/Eif5b/Rabl6/Eif5/Gnaq/Rab28/Gtpbp4/Dnm1l/Rragd/Eef2/Hsp90ab1/Arhgap5/Rab12/Rheb/Gnas/Rap1b/Gspt1/Rhoa/Rab21/Rab1a/Dync1li1/Rap1a/Rab14/Sar1a/Rab18/Arf1/Arf4/Rac1/Kras/Eif2s3x/Sar1b/Rab22a/Glud1/Eef1a1
Ko_Oe_Beta2	MF	GO:0032561	guanyl ribonucleotide binding	75/2899	387/29872	0.193798449612403	1.99694628727896	6.47159065498646	4.67901193356353e-09	5.45587862941434e-08	2.93064722170027e-08	Prkg1/Gnai3/Gnai2/Rab27a/Rhobtb1/Rab11b/Gnl3/Arl1/Nme1/Gna11/Pck2/Rab6a/Fkbp4/Pde10a/Tubb4b/Cdc42/Rragc/Nme2/Gnl2/Gfm2/Drg1/Gnao1/Arf5/Hsp90aa1/Dnm3/Gtpbp2/Dnm2/Agap1/Gch1/Mief1/Hbs1l/Rab11a/Rab5a/Arl8b/Tuba1a/Insr/Arl3/Arhgap35/Rab10/Opa1/Rab7/Rab2a/Eif5b/Rabl6/Eif5/Gnaq/Rab28/Gtpbp4/Dnm1l/Rragd/Eef2/Hsp90ab1/Arhgap5/Rab12/Rheb/Gnas/Rap1b/Gspt1/Rhoa/Rab21/Rab1a/Dync1li1/Rap1a/Rab14/Sar1a/Rab18/Arf1/Arf4/Rac1/Kras/Eif2s3x/Sar1b/Rab22a/Glud1/Eef1a1	75	Prkg1/Gnai3/Gnai2/Rab27a/Rhobtb1/Rab11b/Gnl3/Arl1/Nme1/Gna11/Pck2/Rab6a/Fkbp4/Pde10a/Tubb4b/Cdc42/Rragc/Nme2/Gnl2/Gfm2/Drg1/Gnao1/Arf5/Hsp90aa1/Dnm3/Gtpbp2/Dnm2/Agap1/Gch1/Mief1/Hbs1l/Rab11a/Rab5a/Arl8b/Tuba1a/Insr/Arl3/Arhgap35/Rab10/Opa1/Rab7/Rab2a/Eif5b/Rabl6/Eif5/Gnaq/Rab28/Gtpbp4/Dnm1l/Rragd/Eef2/Hsp90ab1/Arhgap5/Rab12/Rheb/Gnas/Rap1b/Gspt1/Rhoa/Rab21/Rab1a/Dync1li1/Rap1a/Rab14/Sar1a/Rab18/Arf1/Arf4/Rac1/Kras/Eif2s3x/Sar1b/Rab22a/Glud1/Eef1a1
Ko_Oe_Beta2	CC	GO:0000776	kinetochore	43/2899	172/29872	0.25	2.57606071058986	6.79584248077858	4.7581644280321e-09	5.53197394231353e-08	2.97152212608874e-08	Spc25/Chmp2a/Kat5/Kansl1/Ahctf1/Tex14/Nup98/Clasp1/Dctn4/Arid2/Smarcc1/Xpo1/Ndel1/Mtcl1/Trp53bp1/Zfp207/Cenpv/Zwint/Apc/Ppp1r12a/Dynll1/Crebbp/Smarca4/Fbxw11/Actb/Rangap1/Cfdp1/Csnk1a1/Pbrm1/Chmp5/Hnrnpu/Pafah1b1/Clasp2/Tpr/Ppp1cc/Smc1a/H3f3a/Chmp4b/Dync1li1/Sugt1/Psen1/Cenpc1/Smarcc2	43	Spc25/Chmp2a/Kat5/Kansl1/Ahctf1/Tex14/Nup98/Clasp1/Dctn4/Arid2/Smarcc1/Xpo1/Ndel1/Mtcl1/Trp53bp1/Zfp207/Cenpv/Zwint/Apc/Ppp1r12a/Dynll1/Crebbp/Smarca4/Fbxw11/Actb/Rangap1/Cfdp1/Csnk1a1/Pbrm1/Chmp5/Hnrnpu/Pafah1b1/Clasp2/Tpr/Ppp1cc/Smc1a/H3f3a/Chmp4b/Dync1li1/Sugt1/Psen1/Cenpc1/Smarcc2
Ko_Oe_Beta2	BP	GO:0061025	membrane fusion	43/2899	172/29872	0.25	2.57606071058986	6.79584248077858	4.7581644280321e-09	5.53197394231353e-08	2.97152212608874e-08	Syt4/Chmp2a/Gnai3/Vps4a/Cltrn/Stxbp1/Vamp8/Anxa7/Rimbp2/Snap25/Vamp2/Stx3/Sec22b/Cplx2/Kif5b/Ubxn2a/Rims2/Vti1a/Vamp4/Erc2/Eea1/Grik5/Syt7/Arl8b/Huwe1/Gosr2/Rab7/Erc1/Uso1/Chmp5/Dnm1l/Pikfyve/Stx8/Vps8/Rab12/Chmp4b/Yipf5/AU040320/Tom1/Stx5a/Vti1b/Uvrag/Yipf4	43	Syt4/Chmp2a/Gnai3/Vps4a/Cltrn/Stxbp1/Vamp8/Anxa7/Rimbp2/Snap25/Vamp2/Stx3/Sec22b/Cplx2/Kif5b/Ubxn2a/Rims2/Vti1a/Vamp4/Erc2/Eea1/Grik5/Syt7/Arl8b/Huwe1/Gosr2/Rab7/Erc1/Uso1/Chmp5/Dnm1l/Pikfyve/Stx8/Vps8/Rab12/Chmp4b/Yipf5/AU040320/Tom1/Stx5a/Vti1b/Uvrag/Yipf4
Ko_Oe_Beta2	CC	GO:0030118	clathrin coat	21/2899	52/29872	0.403846153846154	4.16132884018362	7.48000499707822	4.84946286632977e-09	5.62990120516768e-08	3.0241241504932e-08	Picalm/Ap2b1/Epn1/Ap1s2/Ap2a2/Synj1/Clta/Aftph/Ap1b1/Ap1g1/Clint1/Igf2r/Eps15l1/Cltc/Aak1/Ap2m1/Tbc1d5/Ap2a1/Synrg/Cltb/Ap3b1	21	Picalm/Ap2b1/Epn1/Ap1s2/Ap2a2/Synj1/Clta/Aftph/Ap1b1/Ap1g1/Clint1/Igf2r/Eps15l1/Cltc/Aak1/Ap2m1/Tbc1d5/Ap2a1/Synrg/Cltb/Ap3b1
Ko_Oe_Beta2	BP	GO:0008090	retrograde axonal transport	14/2899	24/29872	0.583333333333333	6.01080832470967	8.05082071756237	4.87914870347796e-09	5.65611939949031e-08	3.03820735937094e-08	Dlg2/Tmem108/Agbl4/Actr10/Ndel1/Kif5b/Dst/Agtpbp1/Dync1h1/Mecp2/Kif1b/Fbxw11/Pafah1b1/Sod1	14	Dlg2/Tmem108/Agbl4/Actr10/Ndel1/Kif5b/Dst/Agtpbp1/Dync1h1/Mecp2/Kif1b/Fbxw11/Pafah1b1/Sod1
Ko_Oe_Beta2	MF	GO:0015399	primary active transmembrane transporter activity	38/2899	142/29872	0.267605633802817	2.75747343668774	6.88208210564046	4.90121409914952e-09	5.67344027407366e-08	3.04751133704768e-08	Atp2a3/Ndufa2/Ndufb7/Atp6v1g1/Atp6v0e/Atp6v1e1/Atp6v1f/Atp6v0c/Abcd3/Abcc8/Atp6v1d/Atp1a1/Atp7a/Atp6v0d1/Abca1/Atp6v0a1/Anxa5/Atp2a2/Atp1b1/Ndufv1/Atp13a3/Ndufs1/Atp6v1b2/Ndufs7/Ndufs4/Atp2b1/Atp6v1a/Uqcrh/Ndufs2/Atp6v0b/Atp6v1h/Tomm20/Ndufv2/Ralbp1/Ndufa10/Ndufs3/Cox5a/Atp2c1	38	Atp2a3/Ndufa2/Ndufb7/Atp6v1g1/Atp6v0e/Atp6v1e1/Atp6v1f/Atp6v0c/Abcd3/Abcc8/Atp6v1d/Atp1a1/Atp7a/Atp6v0d1/Abca1/Atp6v0a1/Anxa5/Atp2a2/Atp1b1/Ndufv1/Atp13a3/Ndufs1/Atp6v1b2/Ndufs7/Ndufs4/Atp2b1/Atp6v1a/Uqcrh/Ndufs2/Atp6v0b/Atp6v1h/Tomm20/Ndufv2/Ralbp1/Ndufa10/Ndufs3/Cox5a/Atp2c1
Ko_Oe_Beta2	CC	GO:0030863	cortical cytoskeleton	34/2899	119/29872	0.285714285714286	2.94406938353127	6.96633287603224	5.0533290656801e-09	5.84103231916928e-08	3.13753408034893e-08	Pclo/Sptbn4/Prkcb/Myh9/Cdh1/Sptbn1/Clasp1/Capza2/Mapre1/Shroom3/Tpm3/Rims2/Cdh2/Erc2/Dstn/Capza1/Numa1/Rdx/Akap13/Actb/Epb41/Wasl/Erc1/Clasp2/Actr2/Iqgap1/Pde4dip/Capzb/Sptan1/Med28/Actn4/Ppp1r9a/Cfl1/Eef1a1	34	Pclo/Sptbn4/Prkcb/Myh9/Cdh1/Sptbn1/Clasp1/Capza2/Mapre1/Shroom3/Tpm3/Rims2/Cdh2/Erc2/Dstn/Capza1/Numa1/Rdx/Akap13/Actb/Epb41/Wasl/Erc1/Clasp2/Actr2/Iqgap1/Pde4dip/Capzb/Sptan1/Med28/Actn4/Ppp1r9a/Cfl1/Eef1a1
Ko_Oe_Beta2	BP	GO:0007041	lysosomal transport	36/2899	131/29872	0.274809160305344	2.83170032309114	6.88805567463403	5.71161149297604e-09	6.59235854058858e-08	3.54111199198393e-08	Chmp2a/Vps4a/Vps35/Scarb2/Psap/Pxk/Vps4b/Lamp2/Lamp1/Hspa8/Prkn/Ubxn6/Arl8b/Hook3/Hgs/Trak1/Ap1g1/Vcp/Rab7/Ap3d1/Hook1/Gak/Igf2r/Hook2/Chmp5/Stx8/Tsg101/Rab12/Gcc2/Chmp4b/Mgrn1/Nedd4/Arf1/Vps53/Gprasp1/Ap3b1	36	Chmp2a/Vps4a/Vps35/Scarb2/Psap/Pxk/Vps4b/Lamp2/Lamp1/Hspa8/Prkn/Ubxn6/Arl8b/Hook3/Hgs/Trak1/Ap1g1/Vcp/Rab7/Ap3d1/Hook1/Gak/Igf2r/Hook2/Chmp5/Stx8/Tsg101/Rab12/Gcc2/Chmp4b/Mgrn1/Nedd4/Arf1/Vps53/Gprasp1/Ap3b1
Ko_Oe_Beta2	MF	GO:0019829	ATPase-coupled monoatomic cation transmembrane transporter activity	22/2899	57/29872	0.385964912280702	3.97707618477031	7.37554864963271	5.74837657045056e-09	6.62519117323708e-08	3.55874817309941e-08	Atp2a3/Atp6v1g1/Atp6v0e/Atp6v1e1/Atp6v1f/Atp6v0c/Abcc8/Atp6v1d/Atp1a1/Atp7a/Atp6v0d1/Atp6v0a1/Anxa5/Atp2a2/Atp1b1/Atp13a3/Atp6v1b2/Atp2b1/Atp6v1a/Atp6v0b/Atp6v1h/Atp2c1	22	Atp2a3/Atp6v1g1/Atp6v0e/Atp6v1e1/Atp6v1f/Atp6v0c/Abcc8/Atp6v1d/Atp1a1/Atp7a/Atp6v0d1/Atp6v0a1/Anxa5/Atp2a2/Atp1b1/Atp13a3/Atp6v1b2/Atp2b1/Atp6v1a/Atp6v0b/Atp6v1h/Atp2c1
Ko_Oe_Beta2	BP	GO:0043388	positive regulation of DNA binding	20/2899	48/29872	0.416666666666667	4.29343451764976	7.48636622777565	5.88246969889902e-09	6.76141208991838e-08	3.63191978818212e-08	Ski/Pax6/Rb1/Traf6/Neurod1/Nme1/Hipk1/Park7/Hipk2/H1f0/Ddrgk1/Hmgb1/Prkn/Txn1/Smarca4/Hipk3/Brd4/Isl1/Calm1/Edf1	20	Ski/Pax6/Rb1/Traf6/Neurod1/Nme1/Hipk1/Park7/Hipk2/H1f0/Ddrgk1/Hmgb1/Prkn/Txn1/Smarca4/Hipk3/Brd4/Isl1/Calm1/Edf1
Ko_Oe_Beta2	BP	GO:0018210	peptidyl-threonine modification	33/2899	114/29872	0.289473684210526	2.98280713857773	6.95369106490547	5.89203916424329e-09	6.76141208991838e-08	3.63191978818212e-08	Smad7/Camk2d/Gcg/Rock2/App/Akt3/Pard3/Lmtk2/Hipk1/Rock1/Cdc42bpa/Mapk1/Gsk3b/Cab39/Hipk2/Axin1/Tnks/Csnk2a1/Phip/Mtor/Clk1/Wnk1/Rptor/Ppp1r15a/Dyrk1a/Hipk3/Ogt/Nlk/Ube2k/Tbk1/Eif4g1/Stk11/Csnk2a2	33	Smad7/Camk2d/Gcg/Rock2/App/Akt3/Pard3/Lmtk2/Hipk1/Rock1/Cdc42bpa/Mapk1/Gsk3b/Cab39/Hipk2/Axin1/Tnks/Csnk2a1/Phip/Mtor/Clk1/Wnk1/Rptor/Ppp1r15a/Dyrk1a/Hipk3/Ogt/Nlk/Ube2k/Tbk1/Eif4g1/Stk11/Csnk2a2
Ko_Oe_Beta2	MF	GO:0019783	ubiquitin-like protein peptidase activity	33/2899	114/29872	0.289473684210526	2.98280713857773	6.95369106490547	5.89203916424329e-09	6.76141208991838e-08	3.63191978818212e-08	Usp25/Usp38/Usp37/Otud4/Usp14/Usp33/Usp48/Usp16/Senp5/Usp32/Usp36/Usp3/Cyld/Zranb1/Usp4/Usp34/Senp2/Usp8/Eif3h/Senp7/Hint1/Desi1/Usp9x/Senp6/Usp19/Usp7/Otud5/Cops5/Usp15/Desi2/Usp47/Otulin/Mysm1	33	Usp25/Usp38/Usp37/Otud4/Usp14/Usp33/Usp48/Usp16/Senp5/Usp32/Usp36/Usp3/Cyld/Zranb1/Usp4/Usp34/Senp2/Usp8/Eif3h/Senp7/Hint1/Desi1/Usp9x/Senp6/Usp19/Usp7/Otud5/Cops5/Usp15/Desi2/Usp47/Otulin/Mysm1
Ko_Oe_Beta2	MF	GO:0003924	GTPase activity	63/2899	305/29872	0.20655737704918	2.12841737399556	6.49382253159741	6.32689054201388e-09	7.24997932037389e-08	3.89435564751903e-08	Gnai3/Gnai2/Rab27a/Rhobtb1/Rab11b/Arl1/Gna11/Rab6a/Tubb4b/Cdc42/Rragc/Gnb1/Gfm2/Drg1/Gnao1/Arf5/Dnm3/Gtpbp2/Dnm2/Agap1/Gch1/Hbs1l/Rab11a/Rab5a/Arl8b/Arl3/Arhgap35/Rab10/Ddx3x/Opa1/Rab7/Rab2a/Eif5b/Abce1/Gnaq/Rab28/Gtpbp4/Dnm1l/Rragd/Eef2/Arhgap5/Rab12/Rheb/Gnas/Rap1b/Gspt1/Rhoa/Rab21/Rab1a/Gng4/Rap1a/Rab14/Sar1a/Rab18/Arf1/Arf4/Rac1/Kras/Gnb2/Eif2s3x/Sar1b/Rab22a/Eef1a1	63	Gnai3/Gnai2/Rab27a/Rhobtb1/Rab11b/Arl1/Gna11/Rab6a/Tubb4b/Cdc42/Rragc/Gnb1/Gfm2/Drg1/Gnao1/Arf5/Dnm3/Gtpbp2/Dnm2/Agap1/Gch1/Hbs1l/Rab11a/Rab5a/Arl8b/Arl3/Arhgap35/Rab10/Ddx3x/Opa1/Rab7/Rab2a/Eif5b/Abce1/Gnaq/Rab28/Gtpbp4/Dnm1l/Rragd/Eef2/Arhgap5/Rab12/Rheb/Gnas/Rap1b/Gspt1/Rhoa/Rab21/Rab1a/Gng4/Rap1a/Rab14/Sar1a/Rab18/Arf1/Arf4/Rac1/Kras/Gnb2/Eif2s3x/Sar1b/Rab22a/Eef1a1
Ko_Oe_Beta2	BP	GO:1990182	exosomal secretion	13/2899	21/29872	0.619047619047619	6.37881699765108	8.08353524412268	6.34794804833252e-09	7.25323647875469e-08	3.89610524328677e-08	Chmp2a/Vps4a/Rab27a/Stam/Vps4b/Prkn/Rab11a/Hgs/Rab7/Sdcbp/Tsg101/Pdcd6ip/Cops5	13	Chmp2a/Vps4a/Rab27a/Stam/Vps4b/Prkn/Rab11a/Hgs/Rab7/Sdcbp/Tsg101/Pdcd6ip/Cops5
Ko_Oe_Beta2	MF	GO:1990381	ubiquitin-specific protease binding	13/2899	21/29872	0.619047619047619	6.37881699765108	8.08353524412268	6.34794804833252e-09	7.25323647875469e-08	3.89610524328677e-08	Park7/Lcor/Amfr/Prkn/Derl2/Rad23a/Syvn1/Selenos/Vcp/Derl1/Pten/Cltc/Sumo1	13	Park7/Lcor/Amfr/Prkn/Derl2/Rad23a/Syvn1/Selenos/Vcp/Derl1/Pten/Cltc/Sumo1
Ko_Oe_Beta2	BP	GO:0031122	cytoplasmic microtubule organization	23/2899	62/29872	0.370967741935484	3.82254169958495	7.29356043584512	6.40516556916827e-09	7.29767361843434e-08	3.91997483218129e-08	Tacc2/Katnbl1/Tubgcp3/Clasp1/Kpnb1/Dlg1/Cep120/Katna1/Axin1/Camsap1/Dync1h1/Apc/Numa1/Rab11a/Hook3/Hook1/Hook2/Pafah1b1/Ccdc88a/Clip1/Pcm1/Rhoa/Pde4dip	23	Tacc2/Katnbl1/Tubgcp3/Clasp1/Kpnb1/Dlg1/Cep120/Katna1/Axin1/Camsap1/Dync1h1/Apc/Numa1/Rab11a/Hook3/Hook1/Hook2/Pafah1b1/Ccdc88a/Clip1/Pcm1/Rhoa/Pde4dip
Ko_Oe_Beta2	BP	GO:0097479	synaptic vesicle localization	23/2899	62/29872	0.370967741935484	3.82254169958495	7.29356043584512	6.40516556916827e-09	7.29767361843434e-08	3.91997483218129e-08	Magi2/Pclo/Syt4/Nrxn1/Madd/Ap3b2/Picalm/Ap1s2/Kif5b/Synj1/Cdh2/Dnm3/Fgfr2/Dnm2/Ctnnb1/Ap3d1/Pten/Ap3s1/Map2/Rab3gap1/Arf1/Kif5c/Ap3b1	23	Magi2/Pclo/Syt4/Nrxn1/Madd/Ap3b2/Picalm/Ap1s2/Kif5b/Synj1/Cdh2/Dnm3/Fgfr2/Dnm2/Ctnnb1/Ap3d1/Pten/Ap3s1/Map2/Rab3gap1/Arf1/Kif5c/Ap3b1
Ko_Oe_Beta2	BP	GO:0030336	negative regulation of cell migration	65/2899	319/29872	0.203761755485893	2.09961061051211	6.47318231410118	6.44938878118247e-09	7.33756175047674e-08	3.941400903267e-08	Ptprg/Prkg1/Magi2/Mif/Zmynd8/Tpm1/Clic4/Tgfbr1/Myh9/Cd63/Rnf20/Sap130/Cdh1/Nf1/Mcc/Stard13/Clasp1/Arhgdia/Arid2/Limch1/Ptprm/Abcc8/Mia3/Dusp3/Idh2/Braf/Park7/Calr/Plcb1/Gsk3b/Trp53inp1/Trib1/Map2k5/Rbbp7/Ptprj/Dach1/Gstp1/Rbbp4/Ptprt/Hmgb1/Srgap1/Stat3/Mecp2/Bcr/Wasl/Pten/Phldb2/Abr/Ogt/Lrch1/Gtpbp4/Clasp2/Wnt4/Ptpn23/Krit1/Flcn/Arid4a/Adipor1/Afdn/Nisch/Bmpr1a/Rhoa/Arid4b/Rac1/Sin3b	65	Ptprg/Prkg1/Magi2/Mif/Zmynd8/Tpm1/Clic4/Tgfbr1/Myh9/Cd63/Rnf20/Sap130/Cdh1/Nf1/Mcc/Stard13/Clasp1/Arhgdia/Arid2/Limch1/Ptprm/Abcc8/Mia3/Dusp3/Idh2/Braf/Park7/Calr/Plcb1/Gsk3b/Trp53inp1/Trib1/Map2k5/Rbbp7/Ptprj/Dach1/Gstp1/Rbbp4/Ptprt/Hmgb1/Srgap1/Stat3/Mecp2/Bcr/Wasl/Pten/Phldb2/Abr/Ogt/Lrch1/Gtpbp4/Clasp2/Wnt4/Ptpn23/Krit1/Flcn/Arid4a/Adipor1/Afdn/Nisch/Bmpr1a/Rhoa/Arid4b/Rac1/Sin3b
Ko_Oe_Beta2	BP	GO:0030902	hindbrain development	44/2899	180/29872	0.244444444444444	2.5188149170212	6.70047734177236	6.64789893717329e-09	7.55262013347334e-08	4.05692038151096e-08	Cntnap2/Nrxn1/Cacna1a/Nav2/Pax6/Sez6l/Uqcrq/Psap/Slc4a7/Neurod1/Rora/Sec24b/Itgb1/Atf2/Igf1r/Atp7a/Crkl/Atf5/Wls/Coq8b/Agtpbp1/Atrn/Ctnnb1/Mecp2/Rbfox2/Arcn1/Tuba1a/Smarca4/Kdm2b/Sez6l2/Herc1/Ptpn11/Plxna2/Ogdh/Sdf4/Rere/Usp9x/Rnf7/Pfdn1/Cplane1/Nr2c2/Lrp6/Crk/Hspa5	44	Cntnap2/Nrxn1/Cacna1a/Nav2/Pax6/Sez6l/Uqcrq/Psap/Slc4a7/Neurod1/Rora/Sec24b/Itgb1/Atf2/Igf1r/Atp7a/Crkl/Atf5/Wls/Coq8b/Agtpbp1/Atrn/Ctnnb1/Mecp2/Rbfox2/Arcn1/Tuba1a/Smarca4/Kdm2b/Sez6l2/Herc1/Ptpn11/Plxna2/Ogdh/Sdf4/Rere/Usp9x/Rnf7/Pfdn1/Cplane1/Nr2c2/Lrp6/Crk/Hspa5
Ko_Oe_Beta2	BP	GO:0097484	dendrite extension	19/2899	44/29872	0.431818181818182	4.44955940920067	7.50692820421218	6.88424294942529e-09	7.79763962700785e-08	4.18853359118136e-08	Syt4/Cyfip2/Itsn2/Slc23a2/Picalm/Tmem108/Rims2/Auts2/Llph/Prkn/Mecp2/Sh3glb1/Spag9/Pten/Plaa/Afdn/Nedd4l/Hnrnpk/Stk11	19	Syt4/Cyfip2/Itsn2/Slc23a2/Picalm/Tmem108/Rims2/Auts2/Llph/Prkn/Mecp2/Sh3glb1/Spag9/Pten/Plaa/Afdn/Nedd4l/Hnrnpk/Stk11
Ko_Oe_Beta2	BP	GO:0030070	insulin processing	9/2899	10/29872	0.9	9.27381855812349	8.57888625319437	6.89294110674727e-09	7.79763962700785e-08	4.18853359118136e-08	Pcsk1/Slc30a8/Ins2/Cpe/Slc30a5/Pcsk2/Hsp90b1/P4hb/Yipf5	9	Pcsk1/Slc30a8/Ins2/Cpe/Slc30a5/Pcsk2/Hsp90b1/P4hb/Yipf5
Ko_Oe_Beta2	MF	GO:1990446	U1 snRNP binding	9/2899	10/29872	0.9	9.27381855812349	8.57888625319437	6.89294110674727e-09	7.79763962700785e-08	4.18853359118136e-08	Snrpa/Snrnp70/Snrpd3/Snrpb/Snrpd2/Snrpg/Rbm39/Snrpe/Snrpc	9	Snrpa/Snrnp70/Snrpd3/Snrpb/Snrpd2/Snrpg/Rbm39/Snrpe/Snrpc
Ko_Oe_Beta2	BP	GO:0017157	regulation of exocytosis	51/2899	225/29872	0.226666666666667	2.33562837760147	6.59281489846715	6.9748788129078e-09	7.87913969730464e-08	4.23231168281557e-08	Stxbp5l/Pclo/Cadps/Syt4/Sytl4/Chmp2a/Syt13/Cacna1a/Prkcb/Vps4a/Nsf/Rph3al/Gnai2/Rab27a/Stxbp1/Gab2/Clasp1/Prkca/Vamp8/Stam/Vamp2/Braf/Vps4b/Rapgef4/Rims2/Pdpk1/Atp2a2/Lamp1/Prkn/Syt7/Myo5a/Rab5a/Hgs/Ap1g1/Rab7/Bcr/Abr/Sdcbp/Prepl/Clasp2/Dnm1l/Tsg101/Rab12/Cask/Rab3gap1/Rap1b/Rab21/Rap1a/Pdcd6ip/Arf1/Unc13b	51	Stxbp5l/Pclo/Cadps/Syt4/Sytl4/Chmp2a/Syt13/Cacna1a/Prkcb/Vps4a/Nsf/Rph3al/Gnai2/Rab27a/Stxbp1/Gab2/Clasp1/Prkca/Vamp8/Stam/Vamp2/Braf/Vps4b/Rapgef4/Rims2/Pdpk1/Atp2a2/Lamp1/Prkn/Syt7/Myo5a/Rab5a/Hgs/Ap1g1/Rab7/Bcr/Abr/Sdcbp/Prepl/Clasp2/Dnm1l/Tsg101/Rab12/Cask/Rab3gap1/Rap1b/Rab21/Rap1a/Pdcd6ip/Arf1/Unc13b
Ko_Oe_Beta2	BP	GO:0033674	positive regulation of kinase activity	70/2899	355/29872	0.197183098591549	2.03182253229623	6.41161503718255	7.20428452459255e-09	8.12675948354888e-08	4.36532165020786e-08	Magi3/Ntrk2/Map4k2/Mif/Insrr/Nrxn1/Maged1/Gcg/Ins1/Cops8/Slc8a2/Vldlr/Vegfa/App/Adam17/Jak2/Ins2/Mnat1/Traf6/Prlr/Zfp622/Rapgef2/Ccny/Mapk8ip3/Prnp/Syap1/Cdkn1a/Phb2/Igf1r/Taok3/Map3k7/Dlg1/Cacul1/Ccnd2/Hsp90aa1/Cab39/Zfp91/Ern1/Fgfr2/Axin1/Ppp2ca/Mtor/Irak1/Map2k2/Abi1/Map2k4/Fbxw7/Insr/Ccnd1/Ddx3x/Pik3ca/Erp29/Prrc1/Ppia/Ccdc88a/Ip6k2/Hsp90ab1/Tead1/Npm1/Tab2/Sesn2/Iqgap1/Ranbp2/Rhoa/Abi2/Rps3/Jtb/Stk11/Fgd4/Psen1	70	Magi3/Ntrk2/Map4k2/Mif/Insrr/Nrxn1/Maged1/Gcg/Ins1/Cops8/Slc8a2/Vldlr/Vegfa/App/Adam17/Jak2/Ins2/Mnat1/Traf6/Prlr/Zfp622/Rapgef2/Ccny/Mapk8ip3/Prnp/Syap1/Cdkn1a/Phb2/Igf1r/Taok3/Map3k7/Dlg1/Cacul1/Ccnd2/Hsp90aa1/Cab39/Zfp91/Ern1/Fgfr2/Axin1/Ppp2ca/Mtor/Irak1/Map2k2/Abi1/Map2k4/Fbxw7/Insr/Ccnd1/Ddx3x/Pik3ca/Erp29/Prrc1/Ppia/Ccdc88a/Ip6k2/Hsp90ab1/Tead1/Npm1/Tab2/Sesn2/Iqgap1/Ranbp2/Rhoa/Abi2/Rps3/Jtb/Stk11/Fgd4/Psen1
Ko_Oe_Beta2	BP	GO:0032210	regulation of telomere maintenance via telomerase	21/2899	53/29872	0.39622641509434	4.08281320168959	7.36415582935359	7.29748358748483e-09	8.22024883885844e-08	4.41553983466662e-08	Exosc10/Pnkp/Tent4b/Mapk1/Cct2/Tnks/Nek7/Gch1/Atm/Hmbox1/Ctnnb1/Cct4/Ten1/Cct7/Hnrnpu/Cct3/Cct6a/Tcp1/Hnrnpc/Cct5/Cct8	21	Exosc10/Pnkp/Tent4b/Mapk1/Cct2/Tnks/Nek7/Gch1/Atm/Hmbox1/Ctnnb1/Cct4/Ten1/Cct7/Hnrnpu/Cct3/Cct6a/Tcp1/Hnrnpc/Cct5/Cct8
